sessions_id,user_id,traffic_medium,date,traffic_source,traffic_name
681,253,Direct,01/03/20,Direct,
701,195,Direct,01/03/20,Direct,
719,16,Direct,01/04/20,Direct,
737,99,Direct,01/04/20,Direct,
743,159,Direct,01/04/20,Direct,
744,290,Direct,01/04/20,Direct,
747,174,Direct,01/04/20,Direct,
756,295,Direct,01/05/20,Direct,
761,30,Direct,01/05/20,Direct,
776,304,Direct,01/05/20,Direct,
778,306,Direct,01/05/20,Direct,
797,282,Direct,01/05/20,Direct,
814,269,Direct,01/06/20,Direct,
817,204,Direct,01/06/20,Direct,
822,45,Direct,01/06/20,Direct,
826,326,Direct,01/06/20,Direct,
836,193,Direct,01/06/20,Direct,
842,321,Direct,01/07/20,Direct,
856,341,Direct,01/07/20,Direct,
865,342,Direct,01/07/20,Direct,
866,30,Direct,01/07/20,Direct,
867,343,Direct,01/08/20,Direct,
882,77,Direct,01/08/20,Direct,
895,352,Direct,01/09/20,Direct,
907,49,Direct,01/09/20,Direct,
927,130,Direct,01/10/20,Direct,
933,331,Direct,01/10/20,Direct,
954,372,Direct,01/11/20,Direct,
959,217,Direct,01/11/20,Direct,
970,62,Direct,01/11/20,Direct,
986,155,Direct,01/11/20,Direct,
987,377,Direct,01/11/20,Direct,
992,381,Direct,01/11/20,Direct,
998,344,Direct,01/12/20,Direct,
123128,1255,Direct,02/06/22,Direct,
124767,281,Direct,02/13/22,Direct,
123286,4733,Direct,02/06/22,Direct,
126369,5839,Direct,02/20/22,Direct,
126860,5801,Direct,02/21/22,Direct,
125194,5298,Direct,02/14/22,Direct,
124171,4500,Direct,02/11/22,Direct,
123241,5200,Direct,02/06/22,Direct,
127261,6409,Direct,02/23/22,Direct,
126762,6330,Direct,02/20/22,Direct,
125659,7504,Direct,02/17/22,Direct,
116856,3522,Direct,01/09/22,Direct,
118078,566,Direct,01/14/22,Direct,
115676,2230,Direct,01/03/22,Direct,
118323,1769,Direct,01/15/22,Direct,
119750,4723,Direct,01/22/22,Direct,
120015,5303,Direct,01/23/22,Direct,
116183,4362,Direct,01/05/22,Direct,
121614,4996,Direct,01/30/22,Direct,
116721,6519,Direct,01/08/22,Direct,
115082,6248,Direct,01/01/22,Direct,
116387,7285,Direct,01/06/22,Direct,
128733,960,Direct,03/01/22,Direct,
130642,6933,Direct,03/10/22,Direct,
129619,5818,Direct,03/05/22,Direct,
131147,6717,Direct,03/12/22,Direct,
131279,7002,Direct,03/13/22,Direct,
129872,7584,Direct,03/06/22,Direct,
15900,2313,Direct,08/08/20,Direct,
16359,2370,Direct,08/12/20,Direct,
16010,1937,Direct,08/08/20,Direct,
16225,1676,Direct,08/10/20,Direct,
17768,859,Direct,08/27/20,Direct,
39316,305,Direct,12/24/20,Direct,
40545,1317,Direct,12/28/20,Direct,
35579,2320,Direct,12/07/20,Direct,
35959,2176,Direct,12/10/20,Direct,
38625,2392,Direct,12/20/20,Direct,
38195,508,Direct,12/19/20,Direct,
38206,1679,Direct,12/19/20,Direct,
34975,1561,Direct,12/06/20,Direct,
34623,3216,Direct,12/05/20,Direct,
38731,2793,Direct,12/20/20,Direct,
39588,3027,Direct,12/25/20,Direct,
34703,2777,Direct,12/05/20,Direct,
36660,2693,Direct,12/13/20,Direct,
3021,63,Direct,02/27/20,Direct,
2458,640,Direct,02/16/20,Direct,
2912,496,Direct,02/24/20,Direct,
3118,263,Direct,02/29/20,Direct,
1374,404,Direct,01/23/20,Direct,
14551,368,Direct,07/23/20,Direct,
12890,243,Direct,07/05/20,Direct,
14787,279,Direct,07/26/20,Direct,
13011,1902,Direct,07/05/20,Direct,
13926,2108,Direct,07/16/20,Direct,
14265,2131,Direct,07/19/20,Direct,
13358,1459,Direct,07/11/20,Direct,
4995,147,Direct,03/31/20,Direct,
3145,569,Direct,03/01/20,Direct,
4534,270,Direct,03/22/20,Direct,
4338,903,Direct,03/20/20,Direct,
30642,664,Direct,11/15/20,Direct,
32414,1909,Direct,11/23/20,Direct,
32743,2172,Direct,11/25/20,Direct,
31026,1691,Direct,11/17/20,Direct,
31292,1625,Direct,11/18/20,Direct,
33639,1730,Direct,11/29/20,Direct,
27915,898,Direct,11/02/20,Direct,
32228,1492,Direct,11/22/20,Direct,
28265,2755,Direct,11/04/20,Direct,
32682,2666,Direct,11/25/20,Direct,
23623,63,Direct,10/11/20,Direct,
23726,1304,Direct,10/12/20,Direct,
27032,1124,Direct,10/29/20,Direct,
23285,2390,Direct,10/11/20,Direct,
24759,666,Direct,10/18/20,Direct,
22149,352,Direct,10/04/20,Direct,
24691,1997,Direct,10/18/20,Direct,
23155,1880,Direct,10/10/20,Direct,
25076,1726,Direct,10/19/20,Direct,
25598,1880,Direct,10/22/20,Direct,
21743,977,Direct,10/03/20,Direct,
21591,1474,Direct,10/02/20,Direct,
22521,2920,Direct,10/06/20,Direct,
22633,2635,Direct,10/07/20,Direct,
25933,2568,Direct,10/24/20,Direct,
26332,2784,Direct,10/25/20,Direct,
20495,1069,Direct,09/21/20,Direct,
20578,2100,Direct,09/22/20,Direct,
20468,1780,Direct,09/21/20,Direct,
20247,1355,Direct,09/20/20,Direct,
18303,2499,Direct,09/02/20,Direct,
18617,2564,Direct,09/05/20,Direct,
18669,2577,Direct,09/05/20,Direct,
18749,2591,Direct,09/06/20,Direct,
19292,2668,Direct,09/12/20,Direct,
19846,2705,Direct,09/16/20,Direct,
78380,1216,Direct,08/28/21,Direct,
76681,2257,Direct,08/15/21,Direct,
76857,2380,Direct,08/16/21,Direct,
78533,3968,Direct,08/29/21,Direct,
78350,653,Direct,08/28/21,Direct,
78217,2348,Direct,08/28/21,Direct,
76026,964,Direct,08/11/21,Direct,
76861,1372,Direct,08/16/21,Direct,
76546,4808,Direct,08/14/21,Direct,
75204,5916,Direct,08/04/21,Direct,
109868,1131,Direct,12/17/21,Direct,
108559,3526,Direct,12/12/21,Direct,
109651,2163,Direct,12/16/21,Direct,
111552,2048,Direct,12/21/21,Direct,
109268,1710,Direct,12/14/21,Direct,
110562,1560,Direct,12/19/21,Direct,
105696,2927,Direct,12/05/21,Direct,
109680,5941,Direct,12/16/21,Direct,
107024,5589,Direct,12/09/21,Direct,
113294,5614,Direct,12/26/21,Direct,
109285,4581,Direct,12/15/21,Direct,
113837,6409,Direct,12/27/21,Direct,
108749,6422,Direct,12/13/21,Direct,
49709,1114,Direct,02/21/21,Direct,
49827,1130,Direct,02/21/21,Direct,
50919,1320,Direct,02/27/21,Direct,
50271,2393,Direct,02/23/21,Direct,
46367,3658,Direct,02/03/21,Direct,
49314,3463,Direct,02/19/21,Direct,
46303,508,Direct,02/02/21,Direct,
48949,653,Direct,02/16/21,Direct,
49980,640,Direct,02/21/21,Direct,
49045,2038,Direct,02/17/21,Direct,
47549,891,Direct,02/08/21,Direct,
47372,3247,Direct,02/07/21,Direct,
51021,3336,Direct,02/28/21,Direct,
48933,2994,Direct,02/16/21,Direct,
49212,4132,Direct,02/18/21,Direct,
49754,3762,Direct,02/21/21,Direct,
45762,1152,Direct,01/31/21,Direct,
42647,2364,Direct,01/10/21,Direct,
44805,3700,Direct,01/24/21,Direct,
44544,530,Direct,01/23/21,Direct,
45825,2038,Direct,01/31/21,Direct,
41416,1817,Direct,01/03/21,Direct,
43618,1858,Direct,01/17/21,Direct,
44205,1728,Direct,01/21/21,Direct,
42415,814,Direct,01/10/21,Direct,
43078,847,Direct,01/14/21,Direct,
42203,1442,Direct,01/08/21,Direct,
43934,1789,Direct,01/19/21,Direct,
44417,3323,Direct,01/22/21,Direct,
41228,2977,Direct,01/02/21,Direct,
43314,3940,Direct,01/15/21,Direct,
43887,3972,Direct,01/18/21,Direct,
74611,1085,Direct,07/31/21,Direct,
73055,470,Direct,07/19/21,Direct,
70564,3088,Direct,07/01/21,Direct,
72720,2739,Direct,07/17/21,Direct,
71026,4243,Direct,07/04/21,Direct,
70885,5594,Direct,07/04/21,Direct,
70909,5597,Direct,07/04/21,Direct,
71519,5680,Direct,07/08/21,Direct,
71878,5712,Direct,07/11/21,Direct,
72707,5754,Direct,07/17/21,Direct,
73659,5793,Direct,07/25/21,Direct,
73896,5565,Direct,07/25/21,Direct,
74310,5556,Direct,07/29/21,Direct,
71559,5424,Direct,07/09/21,Direct,
53419,57,Direct,03/13/21,Direct,
52328,1085,Direct,03/07/21,Direct,
56641,1139,Direct,03/30/21,Direct,
53317,475,Direct,03/13/21,Direct,
54323,229,Direct,03/18/21,Direct,
52142,2018,Direct,03/06/21,Direct,
52516,2018,Direct,03/07/21,Direct,
52970,1784,Direct,03/11/21,Direct,
55822,787,Direct,03/27/21,Direct,
56027,4221,Direct,03/27/21,Direct,
56332,3927,Direct,03/28/21,Direct,
51583,4362,Direct,03/03/21,Direct,
53133,4498,Direct,03/12/21,Direct,
56190,4605,Direct,03/28/21,Direct,
96162,270,Direct,11/08/21,Direct,
101192,2072,Direct,11/21/21,Direct,
95067,1527,Direct,11/06/21,Direct,
100705,1520,Direct,11/21/21,Direct,
100839,4972,Direct,11/21/21,Direct,
98756,6854,Direct,11/15/21,Direct,
101376,6904,Direct,11/22/21,Direct,
94897,6409,Direct,11/06/21,Direct,
95293,6588,Direct,11/06/21,Direct,
87446,470,Direct,10/14/21,Direct,
86661,290,Direct,10/11/21,Direct,
88430,2074,Direct,10/17/21,Direct,
89122,1790,Direct,10/19/21,Direct,
91975,1676,Direct,10/27/21,Direct,
83175,1396,Direct,10/01/21,Direct,
91806,3628,Direct,10/27/21,Direct,
83573,2786,Direct,10/02/21,Direct,
87390,4817,Direct,10/14/21,Direct,
90025,4827,Direct,10/22/21,Direct,
92071,4745,Direct,10/28/21,Direct,
87773,5993,Direct,10/15/21,Direct,
90166,3871,Direct,10/22/21,Direct,
84112,5693,Direct,10/03/21,Direct,
87962,5816,Direct,10/16/21,Direct,
91517,4488,Direct,10/26/21,Direct,
84174,6443,Direct,10/04/21,Direct,
79666,57,Direct,09/06/21,Direct,
82182,163,Direct,09/25/21,Direct,
82355,1125,Direct,09/26/21,Direct,
79561,664,Direct,09/05/21,Direct,
81424,842,Direct,09/19/21,Direct,
79541,6211,Direct,09/05/21,Direct,
80182,6044,Direct,09/11/21,Direct,
81964,5663,Direct,09/23/21,Direct,
79045,5501,Direct,09/03/21,Direct,
78932,5370,Direct,09/02/21,Direct,
17059,69,Direct,08/19/20,Direct,
17103,167,Direct,08/20/20,Direct,
15484,1126,Direct,08/02/20,Direct,
16551,1194,Direct,08/14/20,Direct,
16956,1124,Direct,08/18/20,Direct,
17922,1082,Direct,08/29/20,Direct,
16587,2381,Direct,08/14/20,Direct,
16872,2381,Direct,08/17/20,Direct,
17812,2250,Direct,08/28/20,Direct,
18088,2447,Direct,08/30/20,Direct,
15539,543,Direct,08/03/20,Direct,
17998,597,Direct,08/29/20,Direct,
15731,452,Direct,08/05/20,Direct,
17205,427,Direct,08/21/20,Direct,
17546,298,Direct,08/25/20,Direct,
17858,298,Direct,08/28/20,Direct,
16151,2348,Direct,08/09/20,Direct,
16635,1938,Direct,08/15/20,Direct,
17649,2152,Direct,08/26/20,Direct,
17880,2129,Direct,08/28/20,Direct,
15287,1780,Direct,08/01/20,Direct,
15808,1884,Direct,08/06/20,Direct,
16001,1779,Direct,08/08/20,Direct,
16276,2125,Direct,08/11/20,Direct,
16508,1884,Direct,08/13/20,Direct,
17179,1731,Direct,08/21/20,Direct,
17973,1754,Direct,08/29/20,Direct,
15682,847,Direct,08/04/20,Direct,
16527,953,Direct,08/14/20,Direct,
15550,1329,Direct,08/03/20,Direct,
15688,1415,Direct,08/04/20,Direct,
15693,1594,Direct,08/04/20,Direct,
16545,1601,Direct,08/14/20,Direct,
16920,1789,Direct,08/17/20,Direct,
16971,1441,Direct,08/18/20,Direct,
17095,1415,Direct,08/20/20,Direct,
35347,112,Direct,12/06/20,Direct,
35960,32,Direct,12/10/20,Direct,
40938,167,Direct,12/31/20,Direct,
34588,1130,Direct,12/05/20,Direct,
35404,1312,Direct,12/06/20,Direct,
38260,1320,Direct,12/20/20,Direct,
38395,1194,Direct,12/20/20,Direct,
39960,1237,Direct,12/27/20,Direct,
39982,1523,Direct,12/27/20,Direct,
34250,2367,Direct,12/02/20,Direct,
34798,2455,Direct,12/05/20,Direct,
36735,2433,Direct,12/13/20,Direct,
36954,2261,Direct,12/13/20,Direct,
37290,2196,Direct,12/14/20,Direct,
39123,2367,Direct,12/23/20,Direct,
39953,2696,Direct,12/27/20,Direct,
34949,3459,Direct,12/06/20,Direct,
35167,3477,Direct,12/06/20,Direct,
37116,3631,Direct,12/13/20,Direct,
38089,3458,Direct,12/19/20,Direct,
39074,3427,Direct,12/22/20,Direct,
39503,3645,Direct,12/25/20,Direct,
36450,541,Direct,12/12/20,Direct,
37680,714,Direct,12/17/20,Direct,
37880,538,Direct,12/18/20,Direct,
38831,632,Direct,12/21/20,Direct,
40403,541,Direct,12/28/20,Direct,
36760,374,Direct,12/13/20,Direct,
37002,424,Direct,12/13/20,Direct,
38106,233,Direct,12/19/20,Direct,
40062,417,Direct,12/27/20,Direct,
34536,2069,Direct,12/04/20,Direct,
34960,1909,Direct,12/06/20,Direct,
35780,2080,Direct,12/09/20,Direct,
36247,2080,Direct,12/11/20,Direct,
36376,2081,Direct,12/12/20,Direct,
38134,1977,Direct,12/19/20,Direct,
38618,2126,Direct,12/20/20,Direct,
38840,2172,Direct,12/21/20,Direct,
38923,1995,Direct,12/21/20,Direct,
40958,2048,Direct,12/31/20,Direct,
34196,1812,Direct,12/02/20,Direct,
35032,1774,Direct,12/06/20,Direct,
35443,1783,Direct,12/07/20,Direct,
35730,2125,Direct,12/08/20,Direct,
35895,1720,Direct,12/09/20,Direct,
38129,2056,Direct,12/19/20,Direct,
38604,1710,Direct,12/20/20,Direct,
38672,1744,Direct,12/20/20,Direct,
40658,2056,Direct,12/29/20,Direct,
40965,1972,Direct,12/31/20,Direct,
34630,953,Direct,12/05/20,Direct,
35040,866,Direct,12/06/20,Direct,
35666,887,Direct,12/08/20,Direct,
35953,752,Direct,12/10/20,Direct,
36349,766,Direct,12/12/20,Direct,
39010,898,Direct,12/22/20,Direct,
40096,887,Direct,12/27/20,Direct,
40957,782,Direct,12/31/20,Direct,
35036,1554,Direct,12/06/20,Direct,
35818,1482,Direct,12/09/20,Direct,
36096,1583,Direct,12/11/20,Direct,
37033,1506,Direct,12/13/20,Direct,
37572,1372,Direct,12/16/20,Direct,
37844,1470,Direct,12/18/20,Direct,
39264,1576,Direct,12/24/20,Direct,
40925,1355,Direct,12/31/20,Direct,
40996,1465,Direct,12/31/20,Direct,
34446,3111,Direct,12/04/20,Direct,
36729,3081,Direct,12/13/20,Direct,
37385,3151,Direct,12/15/20,Direct,
38180,3226,Direct,12/19/20,Direct,
38281,3317,Direct,12/20/20,Direct,
38398,3364,Direct,12/20/20,Direct,
39580,3372,Direct,12/25/20,Direct,
39843,3081,Direct,12/26/20,Direct,
39996,3096,Direct,12/27/20,Direct,
40059,3172,Direct,12/27/20,Direct,
36246,2968,Direct,12/11/20,Direct,
36595,2803,Direct,12/12/20,Direct,
37456,3075,Direct,12/16/20,Direct,
38989,2905,Direct,12/22/20,Direct,
40022,3027,Direct,12/27/20,Direct,
40547,3042,Direct,12/28/20,Direct,
40852,2920,Direct,12/30/20,Direct,
38166,2545,Direct,12/19/20,Direct,
39575,2674,Direct,12/25/20,Direct,
40411,2492,Direct,12/28/20,Direct,
40897,2536,Direct,12/30/20,Direct,
2092,50,Direct,02/09/20,Direct,
2306,21,Direct,02/13/20,Direct,
2766,174,Direct,02/22/20,Direct,
3068,385,Direct,02/28/20,Direct,
2208,647,Direct,02/10/20,Direct,
2613,508,Direct,02/18/20,Direct,
2715,623,Direct,02/21/20,Direct,
3115,693,Direct,02/29/20,Direct,
1693,338,Direct,02/01/20,Direct,
2181,350,Direct,02/10/20,Direct,
2360,326,Direct,02/14/20,Direct,
1098,147,Direct,01/14/20,Direct,
1228,213,Direct,01/19/20,Direct,
1044,332,Direct,01/12/20,Direct,
1081,266,Direct,01/14/20,Direct,
1139,396,Direct,01/16/20,Direct,
1219,266,Direct,01/18/20,Direct,
1440,437,Direct,01/25/20,Direct,
1455,417,Direct,01/25/20,Direct,
1509,396,Direct,01/26/20,Direct,
1587,326,Direct,01/29/20,Direct,
14880,214,Direct,07/26/20,Direct,
15063,305,Direct,07/28/20,Direct,
13155,1170,Direct,07/07/20,Direct,
13346,1082,Direct,07/10/20,Direct,
14179,1317,Direct,07/19/20,Direct,
13960,566,Direct,07/17/20,Direct,
14473,569,Direct,07/22/20,Direct,
15132,858,Direct,07/29/20,Direct,
13671,2069,Direct,07/13/20,Direct,
14218,2100,Direct,07/19/20,Direct,
14912,2050,Direct,07/26/20,Direct,
15094,2081,Direct,07/29/20,Direct,
12764,1937,Direct,07/04/20,Direct,
14507,1730,Direct,07/22/20,Direct,
13524,915,Direct,07/12/20,Direct,
13656,749,Direct,07/12/20,Direct,
14916,762,Direct,07/26/20,Direct,
13281,1398,Direct,07/09/20,Direct,
13959,1382,Direct,07/17/20,Direct,
14345,1370,Direct,07/20/20,Direct,
14680,1343,Direct,07/25/20,Direct,
3477,121,Direct,03/06/20,Direct,
4369,27,Direct,03/21/20,Direct,
4643,111,Direct,03/25/20,Direct,
4876,114,Direct,03/29/20,Direct,
3581,653,Direct,03/08/20,Direct,
4504,647,Direct,03/22/20,Direct,
4775,476,Direct,03/27/20,Direct,
4794,730,Direct,03/28/20,Direct,
4952,521,Direct,03/30/20,Direct,
3294,264,Direct,03/03/20,Direct,
3893,294,Direct,03/13/20,Direct,
4700,397,Direct,03/26/20,Direct,
4873,455,Direct,03/29/20,Direct,
4972,256,Direct,03/30/20,Direct,
3363,752,Direct,03/04/20,Direct,
3376,825,Direct,03/05/20,Direct,
3772,913,Direct,03/11/20,Direct,
4311,972,Direct,03/20/20,Direct,
4395,733,Direct,03/21/20,Direct,
4610,1005,Direct,03/24/20,Direct,
4920,956,Direct,03/29/20,Direct,
27485,114,Direct,11/01/20,Direct,
29872,56,Direct,11/12/20,Direct,
33666,167,Direct,11/29/20,Direct,
28155,1045,Direct,11/04/20,Direct,
29051,1069,Direct,11/08/20,Direct,
29077,1152,Direct,11/08/20,Direct,
31030,1200,Direct,11/17/20,Direct,
31568,1067,Direct,11/20/20,Direct,
28505,2177,Direct,11/06/20,Direct,
28828,2455,Direct,11/07/20,Direct,
29809,2250,Direct,11/12/20,Direct,
30145,2306,Direct,11/14/20,Direct,
30840,2390,Direct,11/16/20,Direct,
30952,2261,Direct,11/17/20,Direct,
33042,2455,Direct,11/27/20,Direct,
28737,491,Direct,11/07/20,Direct,
32720,722,Direct,11/25/20,Direct,
27599,455,Direct,11/01/20,Direct,
29036,396,Direct,11/08/20,Direct,
29839,279,Direct,11/12/20,Direct,
32713,455,Direct,11/25/20,Direct,
32742,858,Direct,11/25/20,Direct,
33311,432,Direct,11/28/20,Direct,
27937,1886,Direct,11/02/20,Direct,
28252,2075,Direct,11/04/20,Direct,
28363,1969,Direct,11/05/20,Direct,
28639,2162,Direct,11/06/20,Direct,
30169,2068,Direct,11/14/20,Direct,
30434,2040,Direct,11/14/20,Direct,
30542,2172,Direct,11/15/20,Direct,
31533,2348,Direct,11/20/20,Direct,
32083,2049,Direct,11/22/20,Direct,
32288,1967,Direct,11/22/20,Direct,
32962,2126,Direct,11/26/20,Direct,
33185,1957,Direct,11/28/20,Direct,
33310,2126,Direct,11/28/20,Direct,
33314,2072,Direct,11/28/20,Direct,
28166,1774,Direct,11/04/20,Direct,
28255,1883,Direct,11/04/20,Direct,
28855,1798,Direct,11/07/20,Direct,
28869,1852,Direct,11/07/20,Direct,
29062,1666,Direct,11/08/20,Direct,
30786,1824,Direct,11/15/20,Direct,
31276,2125,Direct,11/18/20,Direct,
31357,1798,Direct,11/19/20,Direct,
31569,1607,Direct,11/20/20,Direct,
32715,1833,Direct,11/25/20,Direct,
33588,1649,Direct,11/29/20,Direct,
33826,1648,Direct,11/30/20,Direct,
27889,903,Direct,11/02/20,Direct,
27905,889,Direct,11/02/20,Direct,
28062,918,Direct,11/03/20,Direct,
28367,935,Direct,11/05/20,Direct,
28553,1235,Direct,11/06/20,Direct,
31347,988,Direct,11/19/20,Direct,
32748,859,Direct,11/25/20,Direct,
33128,918,Direct,11/27/20,Direct,
33792,922,Direct,11/29/20,Direct,
27492,1442,Direct,11/01/20,Direct,
28947,1470,Direct,11/07/20,Direct,
29543,1542,Direct,11/10/20,Direct,
29841,1357,Direct,11/12/20,Direct,
31599,1453,Direct,11/20/20,Direct,
32333,1453,Direct,11/23/20,Direct,
32721,1566,Direct,11/25/20,Direct,
32766,1497,Direct,11/25/20,Direct,
32913,1455,Direct,11/26/20,Direct,
33886,1396,Direct,11/30/20,Direct,
28129,3151,Direct,11/04/20,Direct,
29270,3228,Direct,11/08/20,Direct,
30354,3116,Direct,11/14/20,Direct,
30971,3279,Direct,11/17/20,Direct,
30978,3215,Direct,11/17/20,Direct,
31043,3227,Direct,11/17/20,Direct,
31975,3159,Direct,11/22/20,Direct,
27507,2852,Direct,11/01/20,Direct,
28854,3025,Direct,11/07/20,Direct,
29011,3012,Direct,11/08/20,Direct,
29205,2947,Direct,11/08/20,Direct,
29378,2868,Direct,11/09/20,Direct,
30202,3030,Direct,11/14/20,Direct,
31046,2823,Direct,11/17/20,Direct,
32108,2922,Direct,11/22/20,Direct,
32321,3027,Direct,11/22/20,Direct,
29131,2662,Direct,11/08/20,Direct,
29545,2661,Direct,11/10/20,Direct,
29745,2577,Direct,11/11/20,Direct,
30336,2769,Direct,11/14/20,Direct,
31331,2661,Direct,11/19/20,Direct,
22691,100,Direct,10/07/20,Direct,
22788,56,Direct,10/08/20,Direct,
23316,21,Direct,10/11/20,Direct,
23880,112,Direct,10/13/20,Direct,
25055,1317,Direct,10/18/20,Direct,
26198,1084,Direct,10/25/20,Direct,
26304,1272,Direct,10/25/20,Direct,
26471,1304,Direct,10/26/20,Direct,
26819,1237,Direct,10/28/20,Direct,
27242,1083,Direct,10/31/20,Direct,
21519,2472,Direct,10/02/20,Direct,
21754,2412,Direct,10/03/20,Direct,
22050,2365,Direct,10/04/20,Direct,
22892,2324,Direct,10/09/20,Direct,
23050,2306,Direct,10/10/20,Direct,
23358,2456,Direct,10/11/20,Direct,
23936,2367,Direct,10/13/20,Direct,
24064,2177,Direct,10/14/20,Direct,
24518,2261,Direct,10/17/20,Direct,
24784,2404,Direct,10/18/20,Direct,
25425,2232,Direct,10/21/20,Direct,
25821,2472,Direct,10/24/20,Direct,
26249,2455,Direct,10/25/20,Direct,
27200,2450,Direct,10/31/20,Direct,
21569,695,Direct,10/02/20,Direct,
21978,543,Direct,10/04/20,Direct,
22250,569,Direct,10/04/20,Direct,
23011,708,Direct,10/10/20,Direct,
25360,632,Direct,10/21/20,Direct,
25786,592,Direct,10/24/20,Direct,
26178,474,Direct,10/25/20,Direct,
22011,233,Direct,10/04/20,Direct,
22595,413,Direct,10/07/20,Direct,
24531,413,Direct,10/17/20,Direct,
25039,332,Direct,10/18/20,Direct,
25646,717,Direct,10/23/20,Direct,
21423,1967,Direct,10/01/20,Direct,
21947,2142,Direct,10/04/20,Direct,
22609,2085,Direct,10/07/20,Direct,
23029,2046,Direct,10/10/20,Direct,
24596,2163,Direct,10/17/20,Direct,
22040,1672,Direct,10/04/20,Direct,
22243,1877,Direct,10/04/20,Direct,
22365,2125,Direct,10/05/20,Direct,
22642,1730,Direct,10/07/20,Direct,
23084,1744,Direct,10/10/20,Direct,
25579,1783,Direct,10/22/20,Direct,
26119,1841,Direct,10/25/20,Direct,
26586,1784,Direct,10/27/20,Direct,
27016,1950,Direct,10/29/20,Direct,
21473,977,Direct,10/01/20,Direct,
21618,968,Direct,10/02/20,Direct,
22336,739,Direct,10/05/20,Direct,
23112,1015,Direct,10/10/20,Direct,
25575,998,Direct,10/22/20,Direct,
25594,977,Direct,10/22/20,Direct,
25950,968,Direct,10/24/20,Direct,
26504,861,Direct,10/26/20,Direct,
21537,1335,Direct,10/02/20,Direct,
21782,1382,Direct,10/03/20,Direct,
21788,1561,Direct,10/03/20,Direct,
22637,1401,Direct,10/07/20,Direct,
25137,1329,Direct,10/19/20,Direct,
26244,1542,Direct,10/25/20,Direct,
26579,1499,Direct,10/27/20,Direct,
26602,1455,Direct,10/27/20,Direct,
26742,1329,Direct,10/28/20,Direct,
21427,2793,Direct,10/01/20,Direct,
24100,3012,Direct,10/14/20,Direct,
24322,2919,Direct,10/16/20,Direct,
24325,3019,Direct,10/16/20,Direct,
24849,2801,Direct,10/18/20,Direct,
25004,2947,Direct,10/18/20,Direct,
25050,2881,Direct,10/18/20,Direct,
21408,2557,Direct,10/01/20,Direct,
22542,2789,Direct,10/06/20,Direct,
23345,2607,Direct,10/11/20,Direct,
23546,2651,Direct,10/11/20,Direct,
24507,2576,Direct,10/17/20,Direct,
24982,2661,Direct,10/18/20,Direct,
27085,2693,Direct,10/30/20,Direct,
27137,2662,Direct,10/30/20,Direct,
18454,63,Direct,09/04/20,Direct,
20944,76,Direct,09/27/20,Direct,
21386,305,Direct,09/30/20,Direct,
18695,1080,Direct,09/06/20,Direct,
18271,2371,Direct,09/02/20,Direct,
18397,2454,Direct,09/03/20,Direct,
20270,2516,Direct,09/20/20,Direct,
