user_id,date,locations_id,age,gender
2466,08/29/20,11,15,Female
2842,10/02/20,11,15,Female
3206,11/06/20,12,15,Female
4887,04/19/21,3,15,Female
6794,11/07/21,4,15,Female
1002,03/22/20,10,15,Female
5844,08/01/21,2,15,Female
8777,09/13/22,9,15,Female
7534,02/07/22,11,15,Female
4388,03/02/21,13,15,Female
6729,11/04/21,6,15,Female
3338,11/17/20,9,15,Female
8960,11/03/22,9,15,Female
3744,12/31/20,3,15,Female
5951,08/05/21,1,15,Female
2841,10/02/20,2,15,Female
3410,12/01/20,5,15,Female
665,02/11/20,7,15,Female
159,12/13/19,8,15,Female
8687,09/01/22,8,15,Female
2273,08/04/20,9,15,Female
236,01/01/20,11,15,Female
2806,09/30/20,6,15,Female
8211,05/22/22,8,15,Female
1476,05/08/20,10,15,Female
5385,06/08/21,12,15,Female
6908,11/23/21,13,15,Female
5109,05/10/21,11,15,Female
347,01/07/20,10,15,Female
1042,04/01/20,10,15,Female
6030,08/13/21,11,15,Female
9133,12/17/22,3,15,Female
5189,05/20/21,4,15,Female
6401,10/02/21,12,15,Female
8733,09/05/22,12,15,Female
82,12/05/19,13,15,Female
5042,05/04/21,4,15,Female
5767,07/18/21,10,15,Female
8552,07/27/22,10,15,Female
1132,04/04/20,11,15,Female
2096,07/13/20,3,15,Female
3167,11/03/20,8,15,Female
5598,07/03/21,9,15,Female
5437,06/11/21,11,15,Female
2730,09/15/20,13,15,Female
885,03/06/20,5,15,Female
4861,04/14/21,8,15,Female
848,03/05/20,9,15,Female
5283,06/03/21,10,15,Female
5555,07/01/21,10,15,Female
5773,07/18/21,10,15,Female
1612,05/31/20,5,15,Female
4441,03/05/21,13,15,Female
4667,04/01/21,13,15,Female
3963,01/15/21,2,15,Female
8739,09/07/22,4,15,Female
8149,05/11/22,5,15,Female
8275,06/03/22,5,15,Female
4200,02/09/21,7,15,Female
8760,09/09/22,9,15,Female
489,02/01/20,10,15,Female
1392,05/02/20,10,15,Female
7926,04/07/22,12,15,Female
8115,05/07/22,3,15,Female
7755,03/11/22,1,15,Female
1998,07/05/20,3,15,Female
7729,03/08/22,8,15,Female
1777,06/10/20,4,15,Female
3908,01/12/21,5,15,Female
4746,04/04/21,6,15,Female
2850,10/02/20,9,15,Female
504,02/01/20,1,15,Female
3071,10/28/20,2,15,Female
2687,09/12/20,8,15,Female
7219,01/02/22,10,15,Female
6764,11/05/21,13,15,Female
2217,08/01/20,1,15,Female
3892,01/09/21,2,15,Female
7187,12/30/21,4,15,Female
6212,09/04/21,7,15,Female
449,01/23/20,9,15,Female
5803,07/24/21,4,15,Female
2169,07/26/20,8,15,Female
8793,09/16/22,10,15,Female
7364,01/14/22,5,16,Male
5322,06/04/21,2,16,Male
3615,12/12/20,7,16,Male
5047,05/05/21,11,16,Male
5046,05/04/21,6,16,Male
2439,08/22/20,10,16,Male
3852,01/06/21,1,16,Male
1819,06/14/20,3,16,Male
6784,11/06/21,4,16,Male
8290,06/05/22,4,16,Male
5176,05/17/21,9,16,Male
2394,08/13/20,13,16,Male
6347,09/23/21,2,16,Male
5065,05/06/21,3,16,Male
620,02/08/20,5,16,Male
7686,03/05/22,9,16,Male
5807,07/26/21,3,16,Male
967,03/15/20,8,16,Male
7459,02/04/22,9,16,Male
9042,12/01/22,4,16,Male
9062,12/02/22,9,16,Male
4041,01/30/21,13,16,Male
7597,02/14/22,6,16,Male
8644,08/14/22,6,16,Male
9118,12/11/22,12,16,Male
707,02/17/20,4,16,Male
7925,04/09/22,8,16,Male
4761,04/05/21,13,16,Male
4949,05/01/21,2,16,Male
9075,12/02/22,2,16,Male
8629,08/08/22,4,16,Male
2461,08/26/20,10,16,Male
7785,03/15/22,4,16,Male
1060,04/02/20,13,16,Male
8038,04/29/22,10,16,Male
225,12/31/19,2,16,Male
9110,12/10/22,9,16,Male
37,12/01/19,10,16,Male
2242,08/01/20,5,16,Male
277,01/02/20,9,16,Male
1273,04/14/20,3,16,Male
8201,05/17/22,4,16,Male
4037,01/31/21,10,16,Male
7371,01/17/22,3,16,Male
5952,08/05/21,7,16,Male
7950,04/09/22,9,16,Male
4505,03/12/21,12,16,Male
3191,11/04/20,9,16,Male
7575,02/13/22,9,16,Male
7683,03/04/22,10,16,Male
6218,09/05/21,10,16,Male
1077,04/02/20,1,16,Male
7848,03/31/22,1,16,Male
8738,09/05/22,2,16,Male
5892,08/03/21,10,16,Male
5456,06/14/21,3,16,Male
5458,06/13/21,6,16,Male
357,01/09/20,7,16,Male
1174,04/06/20,9,16,Male
8388,06/21/22,1,16,Male
870,03/06/20,8,16,Male
8069,05/02/22,8,16,Male
3726,12/31/20,10,16,Male
2196,07/31/20,10,16,Male
3400,12/01/20,10,16,Male
5075,05/07/21,6,16,Male
6290,09/11/21,6,16,Male
519,02/02/20,12,16,Male
8044,05/01/22,11,16,Male
6779,11/06/21,13,16,Male
2540,09/03/20,3,16,Male
2773,09/23/20,9,16,Male
4900,04/21/21,10,16,Male
6386,10/02/21,10,16,Male
3381,11/29/20,6,16,Male
7150,12/19/21,3,16,Male
254,01/01/20,4,16,Male
8802,09/23/22,8,16,Male
5081,05/08/21,10,16,Male
4763,04/04/21,5,16,Male
6785,11/06/21,10,16,Male
5464,06/15/21,10,16,Male
7042,12/07/21,10,16,Male
5976,08/07/21,2,16,Male
3779,01/02/21,8,16,Male
7722,03/07/22,1,16,Male
4695,04/02/21,11,16,Male
6458,10/04/21,8,16,Male
3017,10/15/20,10,16,Male
7896,04/04/22,6,16,Male
1291,04/18/20,11,16,Male
3979,01/19/21,3,16,Male
7782,03/16/22,8,16,Male
5212,05/24/21,13,16,Male
7395,01/22/22,9,16,Male
1522,05/11/20,6,16,Male
3335,11/17/20,7,16,Male
7874,04/03/22,11,16,Male
897,03/08/20,11,16,Female
4480,03/09/21,12,16,Female
2909,10/04/20,13,16,Female
3138,11/01/20,13,16,Female
4538,03/14/21,3,16,Female
3217,11/05/20,7,16,Female
3222,11/07/20,8,16,Female
2098,07/15/20,9,16,Female
3115,10/31/20,9,16,Female
6284,09/10/21,10,16,Female
6494,10/05/21,10,16,Female
6869,11/13/21,13,16,Female
7982,04/15/22,13,16,Female
3474,12/05/20,9,16,Female
8663,08/23/22,10,16,Female
7116,12/13/21,11,16,Female
3665,12/18/20,13,16,Female
4027,01/31/21,8,16,Female
6506,10/08/21,8,16,Female
6803,11/08/21,9,16,Female
3504,12/04/20,11,16,Female
7238,01/02/22,13,16,Female
7465,02/03/22,4,16,Female
2719,09/15/20,9,16,Female
6863,11/12/21,9,16,Female
4181,02/07/21,6,16,Female
4474,03/07/21,9,16,Female
4583,03/21/21,13,16,Female
946,03/14/20,1,16,Female
4974,05/01/21,4,16,Female
1531,05/14/20,5,16,Female
9021,11/16/22,7,16,Female
6858,11/13/21,13,16,Female
8160,05/11/22,13,16,Female
3355,11/21/20,2,16,Female
5169,05/14/21,4,16,Female
7179,12/24/21,5,16,Female
4729,04/03/21,6,16,Female
5963,08/06/21,6,16,Female
8860,10/03/22,8,16,Female
7757,03/12/22,3,16,Female
6525,10/07/21,7,16,Female
7258,01/03/22,8,16,Female
2718,09/14/20,3,16,Female
8718,09/03/22,4,16,Female
7419,01/30/22,9,16,Female
1041,04/01/20,12,16,Female
2797,09/30/20,4,16,Female
7349,01/14/22,4,16,Female
8255,06/02/22,7,16,Female
4704,04/04/21,1,16,Female
6924,11/26/21,8,16,Female
252,01/02/20,11,16,Female
6438,10/03/21,7,16,Female
5789,07/22/21,3,16,Female
6225,09/04/21,8,16,Female
394,01/12/20,8,16,Female
8020,04/30/22,8,16,Female
3631,12/13/20,9,16,Female
408,01/13/20,10,16,Female
8207,05/22/22,10,16,Female
4653,04/01/21,4,16,Female
4658,04/02/21,8,16,Female
5915,08/04/21,9,16,Female
8834,09/30/22,11,16,Female
3104,10/30/20,13,16,Female
1526,05/12/20,3,16,Female
2317,08/07/20,3,16,Female
8317,06/08/22,5,16,Female
323,01/06/20,2,16,Female
3771,01/03/21,7,16,Female
1104,04/02/20,10,16,Female
2843,10/02/20,13,16,Female
3829,01/05/21,4,16,Female
5491,06/17/21,6,16,Female
1734,06/05/20,7,16,Female
7428,02/01/22,10,16,Female
5509,06/21/21,13,16,Female
249,01/01/20,4,16,Female
2188,08/01/20,4,16,Female
4431,03/05/21,1,16,Female
5413,06/11/21,8,16,Female
3826,01/04/21,1,16,Female
4744,04/05/21,1,16,Female
7535,02/09/22,3,16,Female
7935,04/08/22,7,16,Female
4652,04/02/21,8,16,Female
5626,07/04/21,10,16,Female
7697,03/06/22,10,16,Female
4489,03/11/21,2,16,Female
7026,12/06/21,7,16,Female
7617,02/19/22,10,16,Female
644,02/10/20,11,16,Female
3485,12/04/20,4,16,Female
5938,08/06/21,9,16,Female
7586,02/13/22,10,16,Female
7011,12/03/21,13,16,Female
7945,04/10/22,3,16,Female
6753,11/06/21,4,16,Female
2231,08/01/20,9,16,Female
8516,07/15/22,11,16,Female
6833,11/11/21,12,16,Female
3587,12/10/20,4,16,Female
4957,05/01/21,8,16,Female
2643,09/08/20,3,16,Female
6754,11/06/21,6,16,Female
2853,10/03/20,9,16,Female
3275,11/10/20,10,16,Female
8372,06/17/22,10,16,Female
5362,06/06/21,7,16,Female
7307,01/07/22,8,16,Female
2581,09/04/20,9,16,Female
7243,01/02/22,4,16,Female
9093,12/05/22,4,16,Female
289,01/03/20,5,16,Female
1276,04/17/20,8,16,Female
8711,09/03/22,8,16,Female
7227,12/31/21,11,16,Female
3380,11/30/20,7,16,Female
4710,04/02/21,7,16,Female
4459,03/06/21,8,16,Female
7078,12/10/21,8,16,Female
7817,03/31/22,9,16,Female
3787,01/03/21,3,16,Female
4623,03/31/21,4,16,Female
7514,02/06/22,6,16,Female
7499,02/05/22,7,16,Female
6591,10/12/21,10,16,Female
1034,03/31/20,12,16,Female
1993,07/05/20,12,16,Female
3233,11/06/20,1,16,Female
1165,04/04/20,4,16,Female
5441,06/11/21,6,16,Female
3430,12/02/20,7,16,Female
501,01/31/20,9,16,Female
5832,08/01/21,7,16,Female
6037,08/13/21,7,16,Female
2138,07/20/20,9,16,Female
1733,06/07/20,10,16,Female
7449,02/01/22,4,16,Female
8025,05/01/22,8,16,Female
4813,04/09/21,3,16,Female
5866,07/31/21,4,16,Female
6553,10/10/21,9,16,Female
6165,09/02/21,10,16,Female
2275,08/03/20,11,16,Female
2356,08/09/20,12,16,Female
5171,05/16/21,12,16,Female
2186,07/30/20,1,16,Female
1047,04/01/20,4,16,Female
490,01/30/20,8,16,Female
6228,09/06/21,8,16,Female
177,12/15/19,9,16,Female
7136,12/17/21,10,16,Female
7387,01/22/22,13,16,Female
123,12/08/19,4,16,Female
9041,12/01/22,4,16,Female
6782,11/06/21,8,16,Female
3821,01/03/21,11,16,Female
7775,03/12/22,13,16,Female
2885,10/03/20,4,16,Female
270,01/03/20,9,16,Female
6025,08/12/21,9,16,Female
8897,10/08/22,11,16,Female
2151,07/22/20,12,16,Female
5645,07/04/21,12,16,Female
7938,04/08/22,1,16,Female
2563,09/04/20,4,16,Female
9139,12/18/22,4,16,Female
2412,08/16/20,2,16,Female
143,12/10/19,4,16,Female
8118,05/06/22,4,16,Female
5297,06/05/21,5,16,Female
6313,09/14/21,5,16,Female
6323,09/18/21,5,16,Female
4515,03/13/21,2,16,Female
8903,10/08/22,6,16,Female
5511,06/20/21,7,16,Female
5611,07/02/21,10,16,Female
807,03/02/20,1,16,Female
6235,09/06/21,9,16,Female
2763,09/20/20,10,16,Female
8995,11/10/22,11,16,Female
3018,10/15/20,3,16,Female
7329,01/09/22,3,16,Female
860,03/06/20,4,16,Female
192,12/17/19,5,16,Female
925,03/11/20,5,16,Female
8725,09/04/22,6,16,Female
3288,11/11/20,7,16,Female
4670,04/01/21,1,16,Female
1247,04/11/20,2,16,Female
8094,05/04/22,2,16,Female
3460,12/03/20,4,16,Female
3035,10/18/20,6,16,Female
5591,07/02/21,8,16,Female
8086,05/03/22,10,16,Female
6621,10/16/21,11,16,Female
7484,02/04/22,2,16,Female
4530,03/13/21,6,16,Female
4304,02/21/21,9,16,Female
527,02/01/20,10,16,Female
1843,06/19/20,9,17,Male
8359,06/13/22,8,17,Male
3723,12/31/20,9,17,Male
8610,08/06/22,12,17,Male
6895,11/19/21,9,17,Male
5415,06/12/21,8,17,Male
6519,10/07/21,11,17,Male
4925,04/24/21,5,17,Male
7302,01/07/22,3,17,Male
3576,12/09/20,9,17,Male
834,03/04/20,13,17,Male
2215,08/02/20,3,17,Male
5704,07/09/21,6,17,Male
8217,05/28/22,8,17,Male
2127,07/19/20,10,17,Male
7019,12/05/21,13,17,Male
2452,08/25/20,9,17,Male
4768,04/05/21,4,17,Male
2729,09/16/20,6,17,Male
7480,02/05/22,7,17,Male
6819,11/09/21,13,17,Male
7036,12/06/21,9,17,Male
3887,01/09/21,5,17,Male
1367,05/01/20,10,17,Male
590,02/04/20,9,17,Male
5700,07/09/21,3,17,Male
5022,05/03/21,1,17,Male
3044,10/18/20,4,17,Male
3652,12/16/20,4,17,Male
1827,06/14/20,12,17,Male
7581,02/11/22,8,17,Male
4714,04/02/21,9,17,Male
1377,05/02/20,11,17,Male
8141,05/08/22,2,17,Male
2082,07/11/20,3,17,Male
1873,06/26/20,8,17,Male
7252,01/04/22,9,17,Male
3583,12/11/20,9,17,Male
1924,07/03/20,1,17,Male
4074,02/03/21,7,17,Male
1430,05/05/20,6,17,Male
4266,02/13/21,9,17,Male
6821,11/11/21,10,17,Male
4633,03/31/21,9,17,Male
6175,09/03/21,3,17,Male
1197,04/09/20,3,17,Male
6502,10/06/21,4,17,Male
6468,10/04/21,7,17,Male
3920,01/13/21,8,17,Male
7327,01/09/22,12,17,Male
6469,10/04/21,6,17,Male
989,03/20/20,13,17,Male
3657,12/16/20,13,17,Male
5546,06/30/21,4,17,Male
2879,10/03/20,12,17,Male
2950,10/08/20,9,17,Male
6642,10/23/21,9,17,Male
2869,10/03/20,10,17,Male
5769,07/18/21,10,17,Male
8011,04/24/22,11,17,Male
3742,01/01/21,1,17,Male
3646,12/15/20,13,17,Male
8591,08/05/22,1,17,Male
1351,05/01/20,2,17,Male
5895,08/03/21,3,17,Male
2860,10/04/20,9,17,Male
702,02/15/20,4,17,Male
4923,04/24/21,4,17,Male
6505,10/07/21,4,17,Male
1427,05/05/20,10,17,Male
5914,08/03/21,1,17,Male
3911,01/11/21,5,17,Male
2810,10/01/20,6,17,Male
6022,08/11/21,6,17,Male
5131,05/12/21,8,17,Male
762,03/01/20,4,17,Male
3374,11/29/20,5,17,Male
7507,02/05/22,2,17,Male
6626,10/18/21,2,17,Male
2743,09/17/20,3,17,Male
3854,01/06/21,5,17,Male
5443,06/12/21,8,17,Male
6859,11/12/21,9,17,Male
1374,05/01/20,10,17,Male
6718,11/02/21,10,17,Male
321,01/05/20,12,17,Male
790,03/02/20,13,17,Male
3604,12/11/20,1,17,Male
2024,07/07/20,1,17,Male
5518,06/25/21,1,17,Male
7883,04/03/22,1,17,Male
118,12/06/19,3,17,Male
559,02/01/20,3,17,Male
971,03/16/20,10,17,Male
1486,05/08/20,1,17,Male
1021,03/30/20,3,17,Female
8203,05/21/22,7,17,Female
512,01/31/20,13,17,Female
2673,09/11/20,3,17,Female
3961,01/16/21,4,17,Female
545,02/01/20,9,17,Female
1356,05/01/20,12,17,Female
984,03/20/20,13,17,Female
4825,04/10/21,13,17,Female
5961,08/06/21,13,17,Female
1906,07/02/20,1,17,Female
2089,07/13/20,3,17,Female
237,01/01/20,11,17,Female
1651,06/02/20,13,17,Female
9053,12/02/22,13,17,Female
3734,01/01/21,1,17,Female
3969,01/17/21,3,17,Female
8474,07/07/22,6,17,Female
2882,10/04/20,9,17,Female
8417,07/01/22,10,17,Female
965,03/15/20,1,17,Female
4952,04/30/21,3,17,Female
5059,05/07/21,7,17,Female
6314,09/14/21,8,17,Female
7922,04/07/22,9,17,Female
2667,09/10/20,10,17,Female
6471,10/05/21,1,17,Female
2679,09/11/20,2,17,Female
278,01/04/20,3,17,Female
8688,09/01/22,4,17,Female
8844,10/01/22,7,17,Female
247,01/02/20,9,17,Female
2203,08/01/20,9,17,Female
5406,06/11/21,9,17,Female
8817,09/29/22,9,17,Female
1514,05/12/20,11,17,Female
112,12/07/19,2,17,Female
2845,10/02/20,3,17,Female
2864,10/04/20,3,17,Female
8914,10/14/22,1,17,Female
3166,11/04/20,11,17,Female
4118,02/05/21,13,17,Female
6153,09/03/21,3,17,Female
7176,12/24/21,6,17,Female
7275,01/05/22,6,17,Female
6445,10/02/21,10,17,Female
8715,09/03/22,10,17,Female
514,02/01/20,13,17,Female
4309,02/21/21,10,17,Female
7566,02/11/22,11,17,Female
7855,04/03/22,6,17,Female
5780,07/20/21,8,17,Female
1544,05/16/20,9,17,Female
8509,07/12/22,4,17,Female
3389,11/30/20,8,17,Female
7741,03/11/22,1,17,Female
6265,09/09/21,7,17,Female
4841,04/12/21,10,17,Female
5550,07/01/21,10,17,Female
345,01/07/20,4,17,Female
8367,06/17/22,4,17,Female
5992,08/09/21,13,17,Female
8702,09/03/22,5,17,Female
341,01/06/20,11,17,Female
415,01/15/20,2,17,Female
4092,02/03/21,10,17,Female
1694,06/04/20,12,17,Female
3079,11/01/20,6,17,Female
7661,03/03/22,8,17,Female
8590,08/04/22,9,17,Female
3372,11/28/20,11,17,Female
5735,07/12/21,13,17,Female
2119,07/16/20,3,17,Female
8980,11/06/22,6,17,Female
6230,09/05/21,8,17,Female
6427,10/03/21,10,17,Female
930,03/12/20,13,17,Female
4039,01/31/21,1,17,Female
1280,04/17/20,3,17,Female
5798,07/25/21,5,17,Female
7792,03/17/22,8,17,Female
3352,11/20/20,9,17,Female
3776,01/03/21,1,17,Female
9056,12/02/22,3,17,Female
1724,06/06/20,4,17,Female
5528,06/27/21,6,17,Female
1586,05/26/20,7,17,Female
3112,11/01/20,8,17,Female
4606,03/27/21,8,17,Female
7492,02/04/22,9,17,Female
5765,07/17/21,13,17,Female
1050,04/01/20,3,17,Female
4924,04/24/21,4,17,Female
142,12/10/19,8,17,Female
2175,07/31/20,8,17,Female
9115,12/09/22,9,17,Female
8561,07/31/22,13,17,Female
4269,02/13/21,1,17,Female
7724,03/07/22,1,17,Female
288,01/03/20,8,17,Female
3475,12/03/20,4,17,Female
1689,06/05/20,8,17,Female
7563,02/10/22,8,17,Female
5377,06/08/21,12,17,Female
3002,10/11/20,13,17,Female
8855,10/03/22,2,17,Female
183,12/14/19,9,17,Female
4158,02/07/21,9,17,Female
8544,07/24/22,13,17,Female
9019,11/14/22,7,17,Female
8370,06/18/22,10,17,Female
8458,07/03/22,7,17,Female
8542,07/23/22,7,17,Female
3840,01/06/21,9,17,Female
4773,04/06/21,9,17,Female
5770,07/18/21,3,17,Female
3805,01/02/21,4,17,Female
6345,09/24/21,7,17,Female
7889,04/03/22,8,17,Female
1483,05/10/20,12,17,Female
2400,08/15/20,2,17,Female
8375,06/18/22,3,17,Female
1122,04/04/20,8,17,Female
2497,09/01/20,9,17,Female
8326,06/10/22,10,17,Female
8587,08/04/22,10,17,Female
638,02/08/20,3,17,Female
2682,09/11/20,7,17,Female
5161,05/16/21,12,17,Female
4102,02/04/21,3,17,Female
4372,03/03/21,4,17,Female
207,12/22/19,7,17,Female
1468,05/08/20,7,17,Female
60,12/02/19,10,17,Female
8172,05/12/22,7,17,Female
1259,04/13/20,10,17,Female
3129,11/02/20,11,17,Female
4573,03/19/21,12,17,Female
6392,10/02/21,12,17,Female
8677,08/31/22,4,17,Female
8256,06/03/22,7,17,Female
2225,08/01/20,10,17,Female
8573,08/02/22,2,17,Female
4096,02/02/21,3,17,Female
25,12/01/19,4,17,Female
188,12/17/19,4,17,Female
6280,09/10/21,4,17,Female
1295,04/18/20,5,17,Female
5529,06/26/21,8,17,Female
5711,07/10/21,2,17,Female
977,03/18/20,6,17,Female
2322,08/07/20,8,17,Female
719,02/22/20,12,17,Female
5900,08/02/21,9,17,Female
3750,01/02/21,6,17,Female
373,01/10/20,11,17,Female
6692,11/02/21,13,17,Female
6901,11/20/21,2,17,Female
8840,10/02/22,13,17,Female
5278,06/03/21,6,17,Female
3989,01/21/21,7,17,Female
6082,08/24/21,7,17,Female
882,03/07/20,3,17,Female
6496,10/07/21,4,17,Female
4170,02/07/21,5,17,Female
8601,08/05/22,5,17,Female
6413,10/02/21,8,17,Female
7140,12/16/21,8,17,Female
3885,01/10/21,9,17,Female
1963,07/03/20,10,17,Female
1556,05/17/20,11,17,Female
5316,06/04/21,3,17,Female
4555,03/15/21,3,17,Female
5845,08/01/21,3,17,Female
9064,12/02/22,6,17,Female
