transactions_id,transaction_items_id,product_qty,product_amount,product_price,product_id
123,376,1,800000,800000,52
129,395,1,800000,800000,52
141,426,1,800000,800000,52
181,557,1,800000,800000,52
182,561,1,800000,800000,52
219,671,1,800000,800000,52
245,749,1,800000,800000,52
256,779,1,800000,800000,52
271,820,1,800000,800000,52
300,908,1,800000,800000,52
313,953,1,800000,800000,52
351,1064,1,800000,800000,52
353,1073,1,800000,800000,52
365,1107,1,800000,800000,52
376,1140,1,800000,800000,52
379,1147,1,800000,800000,52
411,1249,1,800000,800000,52
441,1356,1,800000,800000,52
451,1387,1,800000,800000,52
501,1550,1,800000,800000,52
526,1631,1,800000,800000,52
530,1643,1,800000,800000,52
607,1905,1,800000,800000,52
618,1941,1,800000,800000,52
629,1977,1,800000,800000,52
666,2101,1,800000,800000,52
699,2217,1,800000,800000,52
701,2225,1,800000,800000,52
724,2304,1,800000,800000,52
740,2353,1,800000,800000,52
744,2369,1,800000,800000,52
749,2387,1,800000,800000,52
769,2457,1,800000,800000,52
772,2469,1,800000,800000,52
797,2552,1,800000,800000,52
810,2597,1,800000,800000,52
832,2668,1,800000,800000,52
842,2700,1,800000,800000,52
851,2731,1,800000,800000,52
876,2810,1,800000,800000,52
919,2963,1,800000,800000,52
960,3115,1,800000,800000,52
982,3185,1,800000,800000,52
1004,3256,1,800000,800000,52
1038,3374,1,800000,800000,52
1094,3559,1,800000,800000,52
1130,3675,1,800000,800000,52
1139,3700,1,800000,800000,52
1145,3717,1,800000,800000,52
1210,3923,1,800000,800000,52
1259,4077,1,800000,800000,52
1269,4111,1,800000,800000,52
1276,4138,1,800000,800000,52
1278,4146,1,800000,800000,52
1285,4170,1,800000,800000,52
1295,4201,1,800000,800000,52
1301,4218,1,800000,800000,52
1307,4237,1,800000,800000,52
1330,4311,1,800000,800000,52
1340,4351,1,800000,800000,52
1341,4354,1,800000,800000,52
1354,4396,1,800000,800000,52
1356,4404,1,800000,800000,52
1367,4437,1,800000,800000,52
1376,4466,1,800000,800000,52
1379,4478,1,800000,800000,52
1380,4483,1,800000,800000,52
1393,4525,1,800000,800000,52
1396,4532,1,800000,800000,52
1417,4597,1,800000,800000,52
1479,4817,1,800000,800000,52
1497,4877,1,800000,800000,52
1518,4951,1,800000,800000,52
1531,4990,1,800000,800000,52
1578,5145,1,800000,800000,52
1611,5243,1,800000,800000,52
1645,5352,1,800000,800000,52
1651,5371,1,800000,800000,52
1652,5377,1,800000,800000,52
1659,5402,1,800000,800000,52
1663,5412,1,800000,800000,52
1667,5427,1,800000,800000,52
1668,5429,1,800000,800000,52
1671,5440,1,800000,800000,52
1685,5488,1,800000,800000,52
1694,5522,1,800000,800000,52
1704,5554,1,800000,800000,52
1705,5557,1,800000,800000,52
1735,5656,1,800000,800000,52
1759,5743,1,800000,800000,52
1780,5817,1,800000,800000,52
1805,5905,1,800000,800000,52
1820,5955,1,800000,800000,52
1831,5987,1,800000,800000,52
1865,6102,1,800000,800000,52
1892,6181,1,800000,800000,52
1895,6189,1,800000,800000,52
1919,6270,1,800000,800000,52
1923,6285,1,800000,800000,52
1927,6300,1,800000,800000,52
1939,6338,1,800000,800000,52
1962,6415,1,800000,800000,52
1970,6435,1,800000,800000,52
1986,6489,1,800000,800000,52
1995,6517,1,800000,800000,52
1996,6522,1,800000,800000,52
2004,6545,1,800000,800000,52
2014,6576,1,800000,800000,52
2022,6602,1,800000,800000,52
2041,6669,1,800000,800000,52
2060,6732,1,800000,800000,52
2073,6777,1,800000,800000,52
2079,6794,1,800000,800000,52
2089,6830,1,800000,800000,52
2091,6834,1,800000,800000,52
2113,6908,1,800000,800000,52
2122,6942,1,800000,800000,52
2135,6993,1,800000,800000,52
2140,7008,1,800000,800000,52
2153,7051,1,800000,800000,52
2192,7190,1,800000,800000,52
2199,7217,1,800000,800000,52
2201,7224,1,800000,800000,52
2205,7238,1,800000,800000,52
2213,7269,1,800000,800000,52
2223,7300,1,800000,800000,52
2227,7316,1,800000,800000,52
2236,7350,1,800000,800000,52
2278,7471,1,800000,800000,52
2292,7522,1,800000,800000,52
2321,7618,1,800000,800000,52
2324,7630,1,800000,800000,52
2326,7637,1,800000,800000,52
2331,7648,1,800000,800000,52
2340,7670,1,800000,800000,52
2344,7681,1,800000,800000,52
2348,7690,1,800000,800000,52
2363,7741,1,800000,800000,52
2414,7904,1,800000,800000,52
2436,7966,1,800000,800000,52
2438,7976,1,800000,800000,52
2444,7990,1,800000,800000,52
2467,8070,1,800000,800000,52
2474,8093,1,800000,800000,52
2476,8100,1,800000,800000,52
2482,8120,1,800000,800000,52
2499,8184,1,800000,800000,52
2515,8238,1,800000,800000,52
2523,8258,1,800000,800000,52
2527,8281,1,800000,800000,52
2548,8342,1,800000,800000,52
2551,8350,1,800000,800000,52
2590,8474,1,800000,800000,52
2595,8493,1,800000,800000,52
2599,8507,1,800000,800000,52
2610,8536,1,800000,800000,52
2620,8561,1,800000,800000,52
2649,8650,1,800000,800000,52
2660,8682,1,800000,800000,52
2677,8741,1,800000,800000,52
2683,8757,1,800000,800000,52
2687,8770,1,800000,800000,52
2700,8813,1,800000,800000,52
2715,8869,1,800000,800000,52
2717,8873,1,800000,800000,52
2719,8880,1,800000,800000,52
2757,8984,1,800000,800000,52
2765,9008,1,800000,800000,52
2770,9027,1,800000,800000,52
2795,9108,1,800000,800000,52
2803,9132,1,800000,800000,52
2822,9188,1,800000,800000,52
2824,9193,1,800000,800000,52
2858,9296,1,800000,800000,52
2874,9342,1,800000,800000,52
2876,9347,1,800000,800000,52
2878,9353,1,800000,800000,52
2886,9379,1,800000,800000,52
2889,9387,1,800000,800000,52
2900,9423,1,800000,800000,52
2908,9452,1,800000,800000,52
2915,9481,1,800000,800000,52
2919,9494,1,800000,800000,52
2934,9552,1,800000,800000,52
2936,9557,1,800000,800000,52
2964,9637,1,800000,800000,52
2965,9640,1,800000,800000,52
2981,9703,1,800000,800000,52
2985,9721,1,800000,800000,52
2999,9759,1,800000,800000,52
3002,9773,1,800000,800000,52
3016,9814,1,800000,800000,52
3029,9863,1,800000,800000,52
3036,9889,1,800000,800000,52
3063,9974,1,800000,800000,52
3093,10074,1,800000,800000,52
3095,10079,1,800000,800000,52
3151,10257,1,800000,800000,52
3152,10262,1,800000,800000,52
3167,10306,1,800000,800000,52
3174,10331,1,800000,800000,52
3236,10519,1,800000,800000,52
3263,10604,1,800000,800000,52
3264,10607,1,800000,800000,52
3271,10630,1,800000,800000,52
3282,10664,1,800000,800000,52
3289,10690,1,800000,800000,52
3292,10695,1,800000,800000,52
3302,10723,1,800000,800000,52
3303,10726,1,800000,800000,52
3325,10799,1,800000,800000,52
3360,10912,1,800000,800000,52
3372,10948,1,800000,800000,52
3386,10994,1,800000,800000,52
3477,11271,1,800000,800000,52
3487,11302,1,800000,800000,52
3489,11309,1,800000,800000,52
3493,11322,1,800000,800000,52
3498,11336,1,800000,800000,52
3563,11547,1,800000,800000,52
3581,11608,1,800000,800000,52
3584,11615,1,800000,800000,52
3585,11618,1,800000,800000,52
3619,11709,1,800000,800000,52
3635,11761,1,800000,800000,52
3647,11798,1,800000,800000,52
3649,11808,1,800000,800000,52
3652,11819,1,800000,800000,52
3678,11904,1,800000,800000,52
3679,11911,1,800000,800000,52
3708,12002,1,800000,800000,52
3713,12020,1,800000,800000,52
3748,12133,1,800000,800000,52
3752,12143,1,800000,800000,52
3753,12144,1,800000,800000,52
3766,12182,1,800000,800000,52
3786,12249,1,800000,800000,52
3794,12278,1,800000,800000,52
3796,12286,1,800000,800000,52
3811,12334,1,800000,800000,52
3842,12436,1,800000,800000,52
3844,12446,1,800000,800000,52
3849,12463,1,800000,800000,52
3853,12476,1,800000,800000,52
3855,12482,1,800000,800000,52
3858,12491,1,800000,800000,52
3873,12553,1,800000,800000,52
3890,12609,1,800000,800000,52
3897,12632,1,800000,800000,52
3899,12642,1,800000,800000,52
3920,12703,1,800000,800000,52
3923,12711,1,800000,800000,52
3944,12777,1,800000,800000,52
3957,12828,1,800000,800000,52
3967,12858,1,800000,800000,52
3981,12901,1,800000,800000,52
4005,12961,1,800000,800000,52
4006,12965,1,800000,800000,52
4028,13034,1,800000,800000,52
4034,13055,1,800000,800000,52
4039,13075,1,800000,800000,52
4069,13167,1,800000,800000,52
4075,13185,1,800000,800000,52
4079,13204,1,800000,800000,52
4084,13221,1,800000,800000,52
4087,13232,1,800000,800000,52
4113,13330,1,800000,800000,52
4129,13386,1,800000,800000,52
4131,13393,1,800000,800000,52
4159,13475,1,800000,800000,52
4168,13507,1,800000,800000,52
4187,13578,1,800000,800000,52
4203,13637,1,800000,800000,52
4206,13648,1,800000,800000,52
4250,13790,1,800000,800000,52
4254,13806,1,800000,800000,52
4260,13825,1,800000,800000,52
4281,13898,1,800000,800000,52
4299,13950,1,800000,800000,52
4334,14070,1,800000,800000,52
4338,14087,1,800000,800000,52
4357,14160,1,800000,800000,52
4378,14229,1,800000,800000,52
4383,14248,1,800000,800000,52
4396,14287,1,800000,800000,52
4405,14308,1,800000,800000,52
4414,14332,1,800000,800000,52
4434,14403,1,800000,800000,52
4443,14424,1,800000,800000,52
4445,14430,1,800000,800000,52
4452,14450,1,800000,800000,52
4478,14525,1,800000,800000,52
4483,14539,1,800000,800000,52
4508,14621,1,800000,800000,52
4523,14674,1,800000,800000,52
4553,14765,1,800000,800000,52
4554,14769,1,800000,800000,52
4563,14802,1,800000,800000,52
4572,14834,1,800000,800000,52
4577,14852,1,800000,800000,52
4589,14898,1,800000,800000,52
4593,14910,1,800000,800000,52
4625,15017,1,800000,800000,52
4638,15070,1,800000,800000,52
4643,15086,1,800000,800000,52
4671,15182,1,800000,800000,52
4675,15191,1,800000,800000,52
4677,15199,1,800000,800000,52
4715,15303,1,800000,800000,52
4717,15312,1,800000,800000,52
4737,15369,1,800000,800000,52
4741,15381,1,800000,800000,52
4749,15403,1,800000,800000,52
4751,15409,1,800000,800000,52
4767,15451,1,800000,800000,52
4768,15456,1,800000,800000,52
4773,15473,1,800000,800000,52
4777,15483,1,800000,800000,52
4799,15552,1,800000,800000,52
4801,15558,1,800000,800000,52
4802,15562,1,800000,800000,52
4856,15741,1,800000,800000,52
4887,15854,1,800000,800000,52
4909,15921,1,800000,800000,52
4923,15967,1,800000,800000,52
4935,16009,1,800000,800000,52
4939,16022,1,800000,800000,52
4942,16029,1,800000,800000,52
4952,16069,1,800000,800000,52
4963,16106,1,800000,800000,52
4969,16128,1,800000,800000,52
4974,16147,1,800000,800000,52
5017,16288,1,800000,800000,52
5037,16357,1,800000,800000,52
5044,16379,1,800000,800000,52
5066,16456,1,800000,800000,52
5072,16479,1,800000,800000,52
5076,16490,1,800000,800000,52
5081,16501,1,800000,800000,52
5089,16528,1,800000,800000,52
5096,16558,1,800000,800000,52
5103,16586,1,800000,800000,52
5108,16605,1,800000,800000,52
5140,16712,1,800000,800000,52
5142,16720,1,800000,800000,52
5144,16729,1,800000,800000,52
5145,16733,1,800000,800000,52
5153,16750,1,800000,800000,52
5154,16754,1,800000,800000,52
5179,16840,1,800000,800000,52
5180,16844,1,800000,800000,52
5193,16878,1,800000,800000,52
5209,16926,1,800000,800000,52
5218,16965,1,800000,800000,52
5221,16976,1,800000,800000,52
5222,16978,1,800000,800000,52
5232,17009,1,800000,800000,52
5247,17069,1,800000,800000,52
5251,17080,1,800000,800000,52
5258,17107,1,800000,800000,52
5291,17209,1,800000,800000,52
5305,17258,1,800000,800000,52
5314,17284,1,800000,800000,52
5328,17335,1,800000,800000,52
5332,17351,1,800000,800000,52
5339,17366,1,800000,800000,52
5354,17419,1,800000,800000,52
5363,17452,1,800000,800000,52
5373,17483,1,800000,800000,52
5374,17487,1,800000,800000,52
5390,17532,1,800000,800000,52
5393,17544,1,800000,800000,52
5395,17551,1,800000,800000,52
5405,17582,1,800000,800000,52
5415,17625,1,800000,800000,52
5430,17675,1,800000,800000,52
5434,17691,1,800000,800000,52
5437,17700,1,800000,800000,52
5457,17783,1,800000,800000,52
5458,17791,1,800000,800000,52
5467,17820,1,800000,800000,52
5478,17865,1,800000,800000,52
5486,17890,1,800000,800000,52
5528,18050,1,800000,800000,52
5557,18133,1,800000,800000,52
5559,18138,1,800000,800000,52
5569,18174,1,800000,800000,52
5582,18211,1,800000,800000,52
5606,18287,1,800000,800000,52
5649,18437,1,800000,800000,52
5654,18457,1,800000,800000,52
5660,18471,1,800000,800000,52
5697,18601,1,800000,800000,52
5706,18633,1,800000,800000,52
5713,18659,1,800000,800000,52
5755,18795,1,800000,800000,52
5777,18859,1,800000,800000,52
5788,18898,1,800000,800000,52
5805,18959,1,800000,800000,52
5824,19022,1,800000,800000,52
5845,19090,1,800000,800000,52
5912,19294,1,800000,800000,52
5945,19398,1,800000,800000,52
5948,19408,1,800000,800000,52
5965,19473,1,800000,800000,52
6008,19617,1,800000,800000,52
6023,19662,1,800000,800000,52
6041,19728,1,800000,800000,52
6059,19792,1,800000,800000,52
6075,19843,1,800000,800000,52
6080,19865,1,800000,800000,52
6093,19915,1,800000,800000,52
6098,19938,1,800000,800000,52
6102,19948,1,800000,800000,52
6106,19963,1,800000,800000,52
6136,20058,1,800000,800000,52
6165,20150,1,800000,800000,52
6181,20206,1,800000,800000,52
6187,20228,1,800000,800000,52
6196,20258,1,800000,800000,52
6209,20297,1,800000,800000,52
6226,20375,1,800000,800000,52
6254,20453,1,800000,800000,52
6267,20497,1,800000,800000,52
6282,20546,1,800000,800000,52
6286,20562,1,800000,800000,52
6310,20633,1,800000,800000,52
6320,20660,1,800000,800000,52
6349,20755,1,800000,800000,52
6355,20780,1,800000,800000,52
6362,20804,1,800000,800000,52
6404,20946,1,800000,800000,52
6422,21010,1,800000,800000,52
6446,21100,1,800000,800000,52
6458,21140,1,800000,800000,52
6476,21200,1,800000,800000,52
6502,21268,1,800000,800000,52
6504,21274,1,800000,800000,52
6518,21324,1,800000,800000,52
6550,21427,1,800000,800000,52
6554,21442,1,800000,800000,52
6560,21469,1,800000,800000,52
6578,21525,1,800000,800000,52
6588,21557,1,800000,800000,52
6605,21617,1,800000,800000,52
6626,21679,1,800000,800000,52
6633,21710,1,800000,800000,52
6640,21732,1,800000,800000,52
6643,21744,1,800000,800000,52
6649,21771,1,800000,800000,52
6652,21777,1,800000,800000,52
6658,21799,1,800000,800000,52
6668,21837,1,800000,800000,52
6672,21850,1,800000,800000,52
6685,21902,1,800000,800000,52
6705,21969,1,800000,800000,52
6744,22078,1,800000,800000,52
6762,22138,1,800000,800000,52
6802,22288,1,800000,800000,52
6807,22302,1,800000,800000,52
6811,22320,1,800000,800000,52
6841,22420,1,800000,800000,52
6865,22495,1,800000,800000,52
6876,22526,1,800000,800000,52
6898,22604,1,800000,800000,52
6909,22639,1,800000,800000,52
6915,22663,1,800000,800000,52
6918,22672,1,800000,800000,52
6927,22700,1,800000,800000,52
6928,22708,1,800000,800000,52
6931,22721,1,800000,800000,52
6934,22731,1,800000,800000,52
6943,22762,1,800000,800000,52
6959,22814,1,800000,800000,52
6975,22864,1,800000,800000,52
6992,22910,1,800000,800000,52
7024,23021,1,800000,800000,52
7035,23062,1,800000,800000,52
7111,23313,1,800000,800000,52
7119,23342,1,800000,800000,52
7125,23364,1,800000,800000,52
7140,23417,1,800000,800000,52
7148,23448,1,800000,800000,52
7167,23510,1,800000,800000,52
7184,23570,1,800000,800000,52
7187,23584,1,800000,800000,52
7227,23712,1,800000,800000,52
7253,23787,1,800000,800000,52
7265,23822,1,800000,800000,52
7291,23912,1,800000,800000,52
7300,23936,1,800000,800000,52
7305,23960,1,800000,800000,52
7306,23963,1,800000,800000,52
7311,23975,1,800000,800000,52
7325,24018,1,800000,800000,52
7328,24025,1,800000,800000,52
7338,24049,1,800000,800000,52
7351,24091,1,800000,800000,52
7378,24187,1,800000,800000,52
7391,24231,1,800000,800000,52
7414,24308,1,800000,800000,52
7415,24309,1,800000,800000,52
7431,24365,1,800000,800000,52
7441,24404,1,800000,800000,52
7465,24491,1,800000,800000,52
7469,24506,1,800000,800000,52
7478,24545,1,800000,800000,52
7481,24554,1,800000,800000,52
7541,24756,1,800000,800000,52
7546,24767,1,800000,800000,52
7589,24893,1,800000,800000,52
7599,24920,1,800000,800000,52
7605,24939,1,800000,800000,52
7612,24967,1,800000,800000,52
7624,25008,1,800000,800000,52
7629,25025,1,800000,800000,52
7647,25090,1,800000,800000,52
7648,25094,1,800000,800000,52
7651,25108,1,800000,800000,52
7666,25162,1,800000,800000,52
7686,25232,1,800000,800000,52
7698,25267,1,800000,800000,52
7699,25271,1,800000,800000,52
7706,25290,1,800000,800000,52
7763,25468,1,800000,800000,52
7765,25472,1,800000,800000,52
7769,25485,1,800000,800000,52
7776,25502,1,800000,800000,52
7802,25594,1,800000,800000,52
7813,25633,1,800000,800000,52
7824,25674,1,800000,800000,52
7854,25765,1,800000,800000,52
7875,25829,1,800000,800000,52
7881,25857,1,800000,800000,52
7902,25921,1,800000,800000,52
7915,25964,1,800000,800000,52
7975,26161,1,800000,800000,52
7999,26246,1,800000,800000,52
8005,26265,1,800000,800000,52
8016,26297,1,800000,800000,52
8030,26329,1,800000,800000,52
8084,26499,1,800000,800000,52
8086,26508,1,800000,800000,52
8098,26547,1,800000,800000,52
8114,26603,1,800000,800000,52
8128,26655,1,800000,800000,52
8139,26688,1,800000,800000,52
8182,26813,1,800000,800000,52
8206,26905,1,800000,800000,52
8260,27084,1,800000,800000,52
8276,27134,1,800000,800000,52
8281,27147,1,800000,800000,52
8312,27254,1,800000,800000,52
8320,27278,1,800000,800000,52
8324,27291,1,800000,800000,52
8332,27312,1,800000,800000,52
8348,27369,1,800000,800000,52
8356,27392,1,800000,800000,52
8361,27412,1,800000,800000,52
8367,27434,1,800000,800000,52
8369,27442,1,800000,800000,52
8391,27518,1,800000,800000,52
8397,27538,1,800000,800000,52
8408,27583,1,800000,800000,52
8411,27595,1,800000,800000,52
8415,27606,1,800000,800000,52
8437,27669,1,800000,800000,52
8438,27672,1,800000,800000,52
8448,27715,1,800000,800000,52
8469,27770,1,800000,800000,52
8490,27839,1,800000,800000,52
8499,27866,1,800000,800000,52
8502,27874,1,800000,800000,52
8555,28057,1,800000,800000,52
8559,28068,1,800000,800000,52
8563,28083,1,800000,800000,52
8624,28272,1,800000,800000,52
8633,28290,1,800000,800000,52
8653,28360,1,800000,800000,52
8659,28377,1,800000,800000,52
8660,28381,1,800000,800000,52
8673,28423,1,800000,800000,52
8686,28449,1,800000,800000,52
8688,28459,1,800000,800000,52
8718,28549,1,800000,800000,52
8722,28564,1,800000,800000,52
8740,28624,1,800000,800000,52
8751,28663,1,800000,800000,52
8752,28667,1,800000,800000,52
8783,28773,1,800000,800000,52
8788,28788,1,800000,800000,52
8797,28806,1,800000,800000,52
8826,28896,1,800000,800000,52
8829,28904,1,800000,800000,52
8861,28996,1,800000,800000,52
8884,29066,1,800000,800000,52
8899,29112,1,800000,800000,52
8906,29139,1,800000,800000,52
8914,29169,1,800000,800000,52
8939,29240,1,800000,800000,52
8955,29289,1,800000,800000,52
8976,29359,1,800000,800000,52
8981,29368,1,800000,800000,52
8982,29373,1,800000,800000,52
8986,29390,1,800000,800000,52
9039,29534,1,800000,800000,52
9042,29545,1,800000,800000,52
9048,29561,1,800000,800000,52
9095,29686,1,800000,800000,52
9111,29729,1,800000,800000,52
9112,29737,1,800000,800000,52
9115,29745,1,800000,800000,52
9211,30034,1,800000,800000,52
9214,30045,1,800000,800000,52
9216,30051,1,800000,800000,52
9218,30059,1,800000,800000,52
9225,30079,1,800000,800000,52
9232,30100,1,800000,800000,52
9247,30149,1,800000,800000,52
9276,30242,1,800000,800000,52
9311,30334,1,800000,800000,52
9318,30354,1,800000,800000,52
9328,30378,1,800000,800000,52
9373,30523,1,800000,800000,52
9374,30525,1,800000,800000,52
9376,30532,1,800000,800000,52
9391,30577,1,800000,800000,52
9398,30598,1,800000,800000,52
9401,30604,1,800000,800000,52
9482,30840,1,800000,800000,52
9601,31171,1,800000,800000,52
9602,31174,1,800000,800000,52
9603,31176,1,800000,800000,52
9628,31247,1,800000,800000,52
9660,31354,1,800000,800000,52
9683,31424,1,800000,800000,52
9702,31479,1,800000,800000,52
9704,31485,1,800000,800000,52
9783,31727,1,800000,800000,52
9787,31734,1,800000,800000,52
9814,31811,1,800000,800000,52
9877,32006,1,800000,800000,52
9884,32025,1,800000,800000,52
9893,32052,1,800000,800000,52
9903,32086,1,800000,800000,52
9951,32220,1,800000,800000,52
9956,32236,1,800000,800000,52
9958,32242,1,800000,800000,52
9992,32342,1,800000,800000,52
9999,32365,1,800000,800000,52
10001,32375,1,800000,800000,52
10020,32428,1,800000,800000,52
10036,32477,1,800000,800000,52
10057,32550,1,800000,800000,52
10076,32601,1,800000,800000,52
10094,32657,1,800000,800000,52
10114,32727,1,800000,800000,52
10124,32750,1,800000,800000,52
10128,32763,1,800000,800000,52
10148,32827,1,800000,800000,52
10154,32847,1,800000,800000,52
10157,32856,1,800000,800000,52
10169,32888,1,800000,800000,52
10183,32930,1,800000,800000,52
10193,32963,1,800000,800000,52
10294,33272,1,800000,800000,52
10316,33348,1,800000,800000,52
10317,33351,1,800000,800000,52
10332,33414,1,800000,800000,52
10345,33458,1,800000,800000,52
10355,33483,1,800000,800000,52
10364,33507,1,800000,800000,52
10400,33616,1,800000,800000,52
10434,33708,1,800000,800000,52
10450,33764,1,800000,800000,52
10463,33802,1,800000,800000,52
10495,33895,1,800000,800000,52
10499,33911,1,800000,800000,52
10535,34022,1,800000,800000,52
10605,34214,1,800000,800000,52
10611,34234,1,800000,800000,52
10625,34277,1,800000,800000,52
10629,34293,1,800000,800000,52
10630,34297,1,800000,800000,52
10640,34328,1,800000,800000,52
10644,34340,1,800000,800000,52
10645,34345,1,800000,800000,52
10650,34363,1,800000,800000,52
10657,34387,1,800000,800000,52
10662,34396,1,800000,800000,52
10665,34408,1,800000,800000,52
10676,34443,1,800000,800000,52
10678,34453,1,800000,800000,52
10683,34466,1,800000,800000,52
10716,34556,1,800000,800000,52
10722,34576,1,800000,800000,52
10745,34635,1,800000,800000,52
10747,34643,1,800000,800000,52
10764,34692,1,800000,800000,52
10794,34780,1,800000,800000,52
10803,34808,1,800000,800000,52
10839,34921,1,800000,800000,52
10894,35082,1,800000,800000,52
10956,35270,1,800000,800000,52
10986,35360,1,800000,800000,52
11010,35444,1,800000,800000,52
11033,35519,1,800000,800000,52
11041,35545,1,800000,800000,52
11043,35551,1,800000,800000,52
11059,35593,1,800000,800000,52
11068,35622,1,800000,800000,52
11094,35703,1,800000,800000,52
11118,35775,1,800000,800000,52
11130,35811,1,800000,800000,52
11134,35827,1,800000,800000,52
11145,35856,1,800000,800000,52
11196,36012,1,800000,800000,52
11212,36048,1,800000,800000,52
11218,36066,1,800000,800000,52
11225,36084,1,800000,800000,52
11249,36152,1,800000,800000,52
11261,36191,1,800000,800000,52
11265,36205,1,800000,800000,52
11321,36394,1,800000,800000,52
11349,36474,1,800000,800000,52
11365,36528,1,800000,800000,52
11368,36535,1,800000,800000,52
11400,36622,1,800000,800000,52
11431,36710,1,800000,800000,52
11434,36723,1,800000,800000,52
11481,36847,1,800000,800000,52
11493,36888,1,800000,800000,52
11506,36932,1,800000,800000,52
11597,37193,1,800000,800000,52
11604,37216,1,800000,800000,52
11615,37255,1,800000,800000,52
11621,37274,1,800000,800000,52
11687,37464,1,800000,800000,52
11711,37517,1,800000,800000,52
11731,37578,1,800000,800000,52
11741,37616,1,800000,800000,52
11742,37620,1,800000,800000,52
11753,37659,1,800000,800000,52
11755,37667,1,800000,800000,52
11763,37696,1,800000,800000,52
11764,37701,1,800000,800000,52
11767,37712,1,800000,800000,52
11768,37715,1,800000,800000,52
11785,37768,1,800000,800000,52
11792,37791,1,800000,800000,52
11798,37815,1,800000,800000,52
11822,37877,1,800000,800000,52
