transactions_id,sessions_id,payment_method_id,total_amount,transactions_timestamps,status,voucher_id
6835,67016,3,660000,2021-06-08 19:58:47 UTC,canceled,1
3529,37678,3,1650000,2020-12-17 13:12:27 UTC,canceled,1
11084,111336,3,2950000,2021-12-20 11:24:18 UTC,canceled,1
7221,70196,3,955000,2021-06-28 00:32:33 UTC,canceled,1
17690,172171,3,485000,2022-11-06 03:59:38 UTC,canceled,1
19066,189618,3,3770000,2022-12-26 16:55:12 UTC,canceled,1
13779,138366,3,570000,2022-04-17 14:28:37 UTC,canceled,1
18033,176421,3,2255000,2022-11-18 18:15:54 UTC,canceled,1
7610,74330,3,975000,2021-07-29 14:08:57 UTC,canceled,1
5647,56617,3,1080000,2021-03-30 16:14:50 UTC,canceled,1
14862,146544,3,3500000,2022-06-07 18:00:39 UTC,canceled,1
14545,144085,4,4500000,2022-05-22 13:34:39 UTC,canceled,1
6232,61752,4,380000,2021-05-03 13:44:41 UTC,canceled,1
12425,125337,4,2705000,2022-02-15 16:12:50 UTC,canceled,1
11010,110550,4,1550000,2021-12-19 06:14:51 UTC,canceled,1
5416,54740,4,1165000,2021-03-20 21:49:09 UTC,canceled,1
4441,46571,4,1250000,2021-02-04 17:18:42 UTC,canceled,1
12744,128489,5,800000,2022-02-27 22:09:34 UTC,canceled,1
5118,52251,6,800000,2021-03-06 21:05:11 UTC,canceled,1
3345,34941,6,885000,2020-12-06 04:33:06 UTC,canceled,1
5753,57473,6,490000,2021-04-05 03:33:49 UTC,canceled,1
12572,126738,6,1885000,2022-02-20 19:44:38 UTC,canceled,1
12414,125212,6,2650000,2022-02-14 21:54:06 UTC,canceled,1
12842,129594,6,855000,2022-03-05 16:35:38 UTC,canceled,1
18608,183896,6,940000,2022-12-10 09:59:20 UTC,canceled,1
12830,129512,6,2230000,2022-03-05 12:04:31 UTC,canceled,1
12491,126048,1,940000,2022-02-19 05:38:17 UTC,canceled,1
8510,83692,1,1665000,2021-10-03 06:47:44 UTC,canceled,1
16704,159822,2,2400000,2022-09-26 06:52:13 UTC,canceled,1
6925,67835,2,1300000,2021-06-13 19:29:31 UTC,canceled,1
6991,68354,2,840000,2021-06-17 21:00:09 UTC,canceled,1
5594,56186,2,1100000,2021-03-28 10:31:31 UTC,canceled,1
12172,122527,3,640000,2022-02-04 15:15:05 UTC,canceled,1
4143,44186,3,565000,2021-01-21 01:22:42 UTC,canceled,1
9734,96594,3,1535000,2021-11-10 04:32:40 UTC,canceled,1
5279,53517,3,2675000,2021-03-14 00:51:19 UTC,canceled,1
2751,26946,3,1320000,2020-10-29 09:15:38 UTC,canceled,1
12610,127117,3,625000,2022-02-22 18:19:48 UTC,canceled,1
6450,63623,3,570000,2021-05-16 17:39:27 UTC,canceled,1
2811,27723,3,2575000,2020-11-01 16:59:44 UTC,canceled,1
11773,118528,3,930000,2022-01-16 10:16:49 UTC,canceled,1
8975,88604,4,585000,2021-10-17 15:00:28 UTC,canceled,1
8795,86631,4,1000000,2021-10-11 13:04:28 UTC,canceled,1
17711,172522,4,60000,2022-11-06 13:27:45 UTC,canceled,1
15340,150097,4,890000,2022-06-29 12:30:51 UTC,canceled,1
9698,96340,4,1070000,2021-11-09 02:50:10 UTC,canceled,1
14204,141561,5,1160000,2022-05-07 12:09:51 UTC,canceled,1
17817,173900,5,1500000,2022-11-11 17:04:17 UTC,canceled,1
8259,81139,5,1285000,2021-09-18 07:32:50 UTC,canceled,1
3079,31440,6,2400000,2020-11-19 17:25:01 UTC,canceled,1
17860,174422,6,2075000,2022-11-12 17:21:18 UTC,canceled,1
3244,33723,6,1200000,2020-11-29 16:24:38 UTC,canceled,1
7424,72370,6,2800000,2021-07-14 15:30:47 UTC,canceled,1
4808,49724,6,485000,2021-02-21 04:50:18 UTC,canceled,1
7373,71780,6,1765000,2021-07-10 20:02:14 UTC,canceled,1
4657,48346,6,1050000,2021-02-13 18:36:58 UTC,canceled,1
12459,125645,6,1850000,2022-02-17 05:43:08 UTC,canceled,1
8209,80657,6,825000,2021-09-13 19:10:36 UTC,canceled,1
7549,73716,6,2915000,2021-07-25 07:53:48 UTC,canceled,1
7554,73758,1,1335000,2021-07-25 10:21:46 UTC,canceled,1
9010,88954,1,300000,2021-10-18 13:50:56 UTC,canceled,1
17683,172092,2,1660000,2022-11-05 21:40:24 UTC,canceled,1
17777,173394,2,290000,2022-11-09 10:57:07 UTC,canceled,1
16161,156096,3,1800000,2022-08-22 23:09:55 UTC,canceled,1
9560,95007,3,285000,2021-11-06 11:44:27 UTC,canceled,1
16657,159466,3,955000,2022-09-24 05:30:48 UTC,canceled,1
18083,177216,3,2340000,2022-11-20 08:57:39 UTC,canceled,1
14579,144382,3,985000,2022-05-24 19:29:54 UTC,canceled,1
16605,159153,3,185000,2022-09-20 06:08:53 UTC,canceled,1
6847,67137,3,1675000,2021-06-10 04:34:52 UTC,canceled,1
5349,54164,4,2900000,2021-03-17 09:00:47 UTC,canceled,1
17665,171896,4,200000,2022-11-05 13:20:06 UTC,canceled,1
18819,186526,4,5180000,2022-12-18 06:00:00 UTC,canceled,1
11584,116389,4,550000,2022-01-07 00:04:11 UTC,canceled,1
3207,33184,4,1580000,2020-11-28 04:49:56 UTC,canceled,1
13435,135675,5,1230000,2022-04-02 04:12:18 UTC,canceled,1
13405,135354,6,2485000,2022-03-30 16:39:47 UTC,canceled,1
8600,84500,6,435000,2021-10-05 06:28:52 UTC,canceled,1
15496,151354,6,2120000,2022-07-10 09:47:04 UTC,canceled,1
8179,80363,6,285000,2021-09-12 08:52:45 UTC,canceled,1
1467,14422,6,2130000,2020-07-21 14:42:54 UTC,canceled,1
39,549,6,3100000,2019-12-27 09:19:28 UTC,canceled,1
17366,168062,6,710000,2022-10-23 21:35:53 UTC,canceled,1
16096,155609,6,2970000,2022-08-19 19:07:44 UTC,canceled,1
17427,168904,6,2360000,2022-10-27 05:51:58 UTC,canceled,1
1371,13617,6,610000,2020-07-12 16:58:21 UTC,canceled,1
14750,145678,6,2775000,2022-06-03 05:58:22 UTC,canceled,1
1640,15739,2,1500000,2020-08-05 18:00:52 UTC,canceled,1
18503,182561,3,800000,2022-12-05 03:27:06 UTC,canceled,1
1167,12037,3,1885000,2020-06-26 04:33:43 UTC,canceled,1
3486,37125,3,3100000,2020-12-14 00:31:48 UTC,canceled,1
11281,113299,3,550000,2021-12-26 09:43:40 UTC,canceled,1
15501,151418,3,1615000,2022-07-10 15:30:05 UTC,canceled,1
11831,119167,3,515000,2022-01-19 08:56:54 UTC,canceled,1
2161,19844,3,545000,2020-09-16 18:45:11 UTC,canceled,1
18827,186648,3,235000,2022-12-18 09:39:00 UTC,canceled,1
6571,64695,4,4650000,2021-05-24 06:21:51 UTC,canceled,1
5747,57436,4,4150000,2021-04-04 19:37:46 UTC,canceled,1
9258,91591,6,970000,2021-10-26 13:53:13 UTC,canceled,1
10003,99782,6,650000,2021-11-19 08:55:44 UTC,canceled,1
9094,89861,6,2760000,2021-10-21 16:47:40 UTC,canceled,1
11149,111932,6,4285000,2021-12-22 12:48:46 UTC,canceled,1
6242,61815,6,4050000,2021-05-04 04:54:34 UTC,canceled,1
10418,103983,6,1820000,2021-11-30 05:42:01 UTC,canceled,1
18840,186791,6,880000,2022-12-18 13:13:19 UTC,canceled,1
5340,54075,6,2755000,2021-03-16 16:27:26 UTC,canceled,1
6634,65165,6,2200000,2021-05-28 00:23:26 UTC,canceled,1
16672,159579,2,405000,2022-09-24 18:30:01 UTC,canceled,1
3216,33330,2,2250000,2020-11-28 13:19:48 UTC,canceled,1
13162,132858,2,255000,2022-03-19 19:23:34 UTC,canceled,1
11602,116633,2,990000,2022-01-08 08:45:15 UTC,canceled,1
1914,17971,2,875000,2020-08-29 17:03:22 UTC,canceled,1
277,3540,3,2025000,2020-03-07 15:38:16 UTC,canceled,1
8737,86056,3,700000,2021-10-10 08:08:36 UTC,canceled,1
8603,84507,3,1830000,2021-10-05 06:47:14 UTC,canceled,1
7553,73747,3,1850000,2021-07-25 09:26:02 UTC,canceled,1
4283,45391,3,1955000,2021-01-28 17:00:30 UTC,canceled,1
11383,114323,3,1005000,2021-12-28 21:42:22 UTC,canceled,1
12728,128336,3,695000,2022-02-27 13:55:31 UTC,canceled,1
14190,141458,4,650000,2022-05-07 01:08:34 UTC,canceled,1
581,6846,4,2335000,2020-04-25 08:09:57 UTC,canceled,1
7851,76944,4,585000,2021-08-17 21:36:03 UTC,canceled,1
1600,15462,4,485000,2020-08-02 12:59:39 UTC,canceled,1
18296,179958,4,570000,2022-11-27 13:17:50 UTC,canceled,1
4112,43936,4,2830000,2021-01-19 01:38:38 UTC,canceled,1
17595,171043,4,1035000,2022-11-02 23:21:28 UTC,canceled,1
10022,99956,6,480000,2021-11-19 23:06:14 UTC,canceled,1
19007,188834,6,1450000,2022-12-25 05:22:53 UTC,canceled,1
6094,60607,6,1930000,2021-04-25 13:40:24 UTC,canceled,1
16043,155175,6,595000,2022-08-14 14:27:24 UTC,canceled,1
11666,117259,6,1320000,2022-01-10 12:06:30 UTC,canceled,1
16902,162091,6,1085000,2022-10-06 05:58:56 UTC,canceled,1
9202,90924,6,295000,2021-10-24 13:38:29 UTC,canceled,1
16932,162377,6,2065000,2022-10-07 08:02:15 UTC,canceled,1
10043,100196,6,305000,2021-11-20 12:28:40 UTC,canceled,1
8696,85505,6,570000,2021-10-08 19:54:50 UTC,canceled,1
1766,16756,6,250000,2020-08-16 11:50:16 UTC,canceled,1
11866,119502,6,440000,2022-01-21 08:39:17 UTC,canceled,1
7083,69149,1,1950000,2021-06-21 19:37:40 UTC,canceled,1
4124,44037,2,2250000,2021-01-19 20:50:53 UTC,canceled,1
5494,55404,2,1510000,2021-03-24 05:38:56 UTC,canceled,1
3227,33451,2,300000,2020-11-28 21:12:20 UTC,canceled,1
9405,93223,2,780000,2021-10-31 14:00:25 UTC,canceled,1
14796,146006,3,180000,2022-06-05 03:41:04 UTC,canceled,1
13074,131928,3,585000,2022-03-15 00:45:25 UTC,canceled,1
421,5299,3,2845000,2020-04-05 00:57:39 UTC,canceled,1
8644,84894,3,1200000,2021-10-06 15:39:43 UTC,canceled,1
5379,54451,3,1550000,2021-03-19 11:57:54 UTC,canceled,1
18599,183789,3,910000,2022-12-10 01:29:27 UTC,canceled,1
4597,47781,3,1720000,2021-02-10 15:31:22 UTC,canceled,1
13159,132821,3,525000,2022-03-19 16:41:11 UTC,canceled,1
222,2933,3,1675000,2020-02-25 07:36:17 UTC,canceled,1
10337,103048,4,255000,2021-11-28 03:13:39 UTC,canceled,1
15401,150599,4,1940000,2022-07-03 13:04:19 UTC,canceled,1
12865,129837,4,635000,2022-03-06 10:41:33 UTC,canceled,1
17281,166965,4,1175000,2022-10-21 10:34:01 UTC,canceled,1
11336,113815,5,2140000,2021-12-27 05:36:22 UTC,canceled,1
16165,156108,6,1760000,2022-08-23 03:37:52 UTC,canceled,1
16832,161207,6,3100000,2022-10-02 23:38:24 UTC,canceled,1
18140,177979,6,1905000,2022-11-21 19:41:36 UTC,canceled,1
2906,28976,6,870000,2020-11-08 02:26:47 UTC,canceled,1
9006,88879,6,3205000,2021-10-18 07:07:09 UTC,canceled,1
3078,31431,6,590000,2020-11-19 16:55:04 UTC,canceled,1
16680,159650,6,2455000,2022-09-25 08:24:14 UTC,canceled,1
17821,173946,6,620000,2022-11-11 19:20:55 UTC,canceled,1
16687,159699,6,950000,2022-09-25 12:19:29 UTC,canceled,1
8689,85416,1,730000,2021-10-08 11:17:21 UTC,canceled,1
11103,111463,1,910000,2021-12-20 19:47:38 UTC,canceled,1
1325,13228,2,480000,2020-07-09 02:50:26 UTC,canceled,1
8286,81447,2,1525000,2021-09-19 12:54:08 UTC,canceled,1
4424,46452,2,2655000,2021-02-03 19:17:42 UTC,canceled,1
9395,93116,2,4020000,2021-10-31 10:49:51 UTC,canceled,1
5350,54178,2,2150000,2021-03-17 12:48:36 UTC,canceled,1
9550,94885,2,485000,2021-11-06 08:02:57 UTC,canceled,1
4995,51289,2,1530000,2021-02-28 19:23:10 UTC,canceled,1
13567,136748,3,2300000,2022-04-08 11:15:54 UTC,canceled,1
16946,162570,3,465000,2022-10-08 02:49:15 UTC,canceled,1
5378,54449,3,315000,2021-03-19 11:37:08 UTC,canceled,1
1711,16314,3,2145000,2020-08-11 20:28:37 UTC,canceled,1
531,6368,3,790000,2020-04-18 12:50:15 UTC,canceled,1
9200,90900,3,1515000,2021-10-24 13:06:06 UTC,canceled,1
7298,70966,4,2090000,2021-07-04 11:25:07 UTC,canceled,1
17263,166751,4,1780000,2022-10-20 18:08:36 UTC,canceled,1
17382,168289,4,1140000,2022-10-24 21:44:18 UTC,canceled,1
17359,168004,4,435000,2022-10-23 19:05:59 UTC,canceled,1
2507,23539,4,3005000,2020-10-11 15:37:41 UTC,canceled,1
19036,189177,4,1170000,2022-12-25 13:53:36 UTC,canceled,1
14302,142210,4,390000,2022-05-11 05:31:26 UTC,canceled,1
10475,104731,4,505000,2021-12-03 06:46:16 UTC,canceled,1
17895,174773,4,610000,2022-11-13 09:57:01 UTC,canceled,1
16072,155477,4,1420000,2022-08-18 05:41:12 UTC,canceled,1
3898,42027,4,1100000,2021-01-07 10:34:20 UTC,canceled,1
5957,59297,5,2270000,2021-04-17 20:46:58 UTC,canceled,1
2379,21852,5,1000000,2020-10-04 04:33:22 UTC,canceled,1
9446,93736,6,1760000,2021-11-02 06:09:52 UTC,canceled,1
3807,41304,6,1045000,2021-01-03 01:01:49 UTC,canceled,1
2233,20456,6,2495000,2020-09-21 11:45:58 UTC,canceled,1
10092,100740,6,275000,2021-11-21 10:21:39 UTC,canceled,1
9012,88992,6,680000,2021-10-18 17:35:39 UTC,canceled,1
10340,103088,6,1650000,2021-11-28 05:28:22 UTC,canceled,1
10324,102910,6,965000,2021-11-27 17:50:40 UTC,canceled,1
10748,107724,6,15000,2021-12-11 13:34:59 UTC,canceled,1
6650,65339,6,300000,2021-05-29 10:50:36 UTC,canceled,1
9074,89639,1,3215000,2021-10-20 20:10:04 UTC,canceled,1
8039,78812,2,1215000,2021-09-01 06:05:11 UTC,canceled,1
10940,109806,2,1725000,2021-12-17 06:37:48 UTC,canceled,1
2619,25210,2,2395000,2020-10-20 04:12:06 UTC,canceled,1
11077,111258,2,440000,2021-12-20 05:44:16 UTC,canceled,1
18485,182312,3,640000,2022-12-04 15:27:27 UTC,canceled,1
13016,131398,3,885000,2022-03-13 09:32:50 UTC,canceled,1
9365,92768,3,810000,2021-10-30 15:53:34 UTC,canceled,1
15441,150920,3,595000,2022-07-06 04:41:33 UTC,canceled,1
11116,111563,3,2195000,2021-12-21 06:28:19 UTC,canceled,1
17954,175543,3,1320000,2022-11-14 23:31:26 UTC,canceled,1
4794,49603,3,690000,2021-02-20 14:33:50 UTC,canceled,1
5432,54852,3,1250000,2021-03-21 08:27:50 UTC,canceled,1
497,5985,4,2630000,2020-04-12 18:20:53 UTC,canceled,1
12735,128385,4,570000,2022-02-27 15:39:03 UTC,canceled,1
3721,40428,4,2350000,2020-12-28 06:31:02 UTC,canceled,1
9453,93849,6,2600000,2021-11-02 19:16:19 UTC,canceled,1
16773,160335,6,540000,2022-10-01 10:25:55 UTC,canceled,1
13877,139031,6,465000,2022-04-21 16:45:31 UTC,canceled,1
1042,10988,6,785000,2020-06-14 06:18:50 UTC,canceled,1
8803,86715,1,745000,2021-10-11 19:31:23 UTC,canceled,1
8549,84061,1,370000,2021-10-03 18:22:40 UTC,canceled,1
15657,152460,1,3335000,2022-07-20 06:50:10 UTC,canceled,1
7698,75257,2,1705000,2021-08-05 09:16:58 UTC,canceled,1
4927,50793,2,520000,2021-02-27 07:47:26 UTC,canceled,1
1077,11296,2,1020000,2020-06-17 15:42:06 UTC,canceled,1
17494,169857,2,1500000,2022-10-30 01:49:48 UTC,canceled,1
3517,37507,2,740000,2020-12-16 10:32:29 UTC,canceled,1
17321,167431,2,835000,2022-10-22 18:04:50 UTC,canceled,1
7252,70505,2,470000,2021-06-30 17:14:50 UTC,canceled,1
12432,125413,3,480000,2022-02-15 23:25:06 UTC,canceled,1
959,10223,3,350000,2020-06-06 15:23:45 UTC,canceled,1
14198,141513,3,3580000,2022-05-07 08:17:30 UTC,canceled,1
6529,64304,3,1690000,2021-05-22 08:56:01 UTC,canceled,1
14966,147239,3,1295000,2022-06-12 07:31:26 UTC,canceled,1
4972,51118,3,280000,2021-02-28 10:08:43 UTC,canceled,1
15085,148103,4,2525000,2022-06-17 21:05:40 UTC,canceled,1
1764,16730,4,1255000,2020-08-16 08:36:49 UTC,canceled,1
9851,97866,4,795000,2021-11-13 22:26:22 UTC,canceled,1
15174,148778,4,270000,2022-06-20 20:12:43 UTC,canceled,1
14363,142752,4,2530000,2022-05-14 13:59:29 UTC,canceled,1
11935,120157,4,1100000,2022-01-23 17:41:58 UTC,canceled,1
3114,31922,4,395000,2020-11-21 20:05:28 UTC,canceled,1
7689,75162,5,1320000,2021-08-04 14:28:36 UTC,canceled,1
11419,114705,6,3125000,2021-12-30 17:17:52 UTC,canceled,1
17750,173008,6,2090000,2022-11-07 18:01:19 UTC,canceled,1
8670,85223,6,3400000,2021-10-07 18:40:59 UTC,canceled,1
14748,145669,6,2365000,2022-06-03 04:36:46 UTC,canceled,1
13250,133706,6,2610000,2022-03-23 06:28:27 UTC,canceled,1
17067,164376,6,220000,2022-10-13 07:57:33 UTC,canceled,1
3631,39166,6,465000,2020-12-23 10:36:09 UTC,canceled,1
11435,114887,6,1200000,2021-12-31 09:02:47 UTC,canceled,1
6471,63793,6,1680000,2021-05-18 00:50:12 UTC,canceled,1
13910,139261,6,2800000,2022-04-23 09:53:57 UTC,canceled,1
605,7012,6,2500000,2020-04-26 13:41:04 UTC,canceled,1
12699,128017,6,440000,2022-02-26 17:19:27 UTC,canceled,1
773,8734,6,1995000,2020-05-18 16:44:31 UTC,canceled,1
1018,10790,1,3925000,2020-06-12 12:00:38 UTC,canceled,1
12273,123707,1,1535000,2022-02-08 20:04:21 UTC,canceled,1
13822,138630,1,265000,2022-04-18 23:42:47 UTC,canceled,1
828,9213,1,400000,2020-05-24 19:00:35 UTC,canceled,1
9347,92514,1,100000,2021-10-30 04:15:35 UTC,canceled,1
6357,62774,2,2105000,2021-05-10 18:53:55 UTC,canceled,1
11403,114485,2,1890000,2021-12-29 18:17:33 UTC,canceled,1
2085,19236,2,1025000,2020-09-11 07:48:04 UTC,canceled,1
14101,140825,2,150000,2022-05-01 23:44:46 UTC,canceled,1
2638,25460,2,555000,2020-10-21 19:52:06 UTC,canceled,1
8890,87714,3,2400000,2021-10-15 16:08:30 UTC,canceled,1
7361,71656,3,2495000,2021-07-10 02:30:15 UTC,canceled,1
13055,131752,3,350000,2022-03-14 04:03:26 UTC,canceled,1
15549,151685,3,2065000,2022-07-13 03:30:49 UTC,canceled,1
7372,71773,3,1050000,2021-07-10 19:11:05 UTC,canceled,1
12071,121467,3,580000,2022-01-30 06:25:29 UTC,canceled,1
11247,112965,3,2850000,2021-12-25 17:24:01 UTC,canceled,1
3673,39882,4,575000,2020-12-26 21:03:38 UTC,canceled,1
14591,144482,4,2760000,2022-05-25 17:22:06 UTC,canceled,1
938,10023,4,2275000,2020-06-04 10:59:43 UTC,canceled,1
16553,158822,4,460000,2022-09-18 03:42:46 UTC,canceled,1
2196,20133,4,2550000,2020-09-19 13:06:25 UTC,canceled,1
386,4984,5,2900000,2020-03-30 21:40:47 UTC,canceled,1
855,9398,6,510000,2020-05-27 11:20:35 UTC,canceled,1
6606,65002,6,1010000,2021-05-26 19:06:30 UTC,canceled,1
545,6557,6,295000,2020-04-19 20:48:24 UTC,canceled,1
7625,74458,6,2970000,2021-07-30 20:11:03 UTC,canceled,1
18444,181837,6,1710000,2022-12-04 01:30:50 UTC,canceled,1
16385,157666,6,2670000,2022-09-06 22:09:53 UTC,canceled,1
241,3138,6,2295000,2020-03-01 06:07:50 UTC,canceled,1
3479,37022,6,695000,2020-12-13 17:37:52 UTC,canceled,1
17705,172448,6,630000,2022-11-06 11:39:37 UTC,canceled,1
8782,86512,6,75000,2021-10-11 03:01:47 UTC,canceled,1
129,1737,1,1095000,2020-02-02 04:38:05 UTC,canceled,1
12818,129375,2,1840000,2022-03-05 01:25:10 UTC,canceled,1
14295,142166,2,900000,2022-05-10 19:28:40 UTC,canceled,1
12908,130293,2,2585000,2022-03-07 19:15:44 UTC,canceled,1
7436,72460,2,600000,2021-07-15 11:54:59 UTC,canceled,1
11268,113156,2,715000,2021-12-26 05:18:27 UTC,canceled,1
9115,90039,3,1525000,2021-10-22 07:57:02 UTC,canceled,1
2731,26714,3,255000,2020-10-28 01:23:35 UTC,canceled,1
5156,52578,3,350000,2021-03-07 20:37:34 UTC,canceled,1
6156,61129,3,210000,2021-04-29 13:04:16 UTC,canceled,1
5412,54694,3,3025000,2021-03-20 16:37:52 UTC,canceled,1
665,7669,3,2310000,2020-05-05 05:20:36 UTC,canceled,1
3527,37654,3,400000,2020-12-17 07:02:35 UTC,canceled,1
1875,17626,3,805000,2020-08-26 05:54:59 UTC,canceled,1
13594,136973,3,570000,2022-04-09 18:19:42 UTC,canceled,1
4122,44022,3,1870000,2021-01-19 18:52:43 UTC,canceled,1
7932,77714,3,995000,2021-08-23 06:32:50 UTC,canceled,1
9617,95612,3,600000,2021-11-07 11:16:48 UTC,canceled,1
14883,146645,3,2200000,2022-06-08 16:57:19 UTC,canceled,1
3440,36293,3,2680000,2020-12-12 00:04:46 UTC,canceled,1
11718,117925,3,2125000,2022-01-14 01:48:21 UTC,canceled,1
8990,88765,4,2250000,2021-10-17 21:27:48 UTC,canceled,1
5603,56247,4,1545000,2021-03-28 13:19:01 UTC,canceled,1
18310,180132,4,295000,2022-11-27 17:29:10 UTC,canceled,1
14979,147352,4,550000,2022-06-12 12:56:00 UTC,canceled,1
7420,72324,4,3440000,2021-07-14 06:19:29 UTC,canceled,1
1772,16832,4,410000,2020-08-16 19:54:59 UTC,canceled,1
5211,53056,4,2340000,2021-03-11 16:36:57 UTC,canceled,1
8703,85599,5,1245000,2021-10-09 06:25:35 UTC,canceled,1
5621,56401,5,1040000,2021-03-28 20:40:04 UTC,canceled,1
15015,147595,6,275000,2022-06-13 19:07:04 UTC,canceled,1
3676,39923,6,530000,2020-12-27 02:38:46 UTC,canceled,1
9410,93264,6,70000,2021-10-31 15:30:04 UTC,canceled,1
6533,64335,2,340000,2021-05-22 12:35:04 UTC,canceled,1
16710,159863,2,350000,2022-09-26 18:08:23 UTC,canceled,1
8963,88424,2,2115000,2021-10-17 10:35:07 UTC,canceled,1
9634,95757,2,225000,2021-11-07 14:09:02 UTC,canceled,1
16666,159528,3,4000000,2022-09-24 12:31:01 UTC,canceled,1
4750,49160,3,650000,2021-02-18 03:04:49 UTC,canceled,1
6323,62463,3,500000,2021-05-09 03:51:47 UTC,canceled,1
12962,130858,3,2355000,2022-03-11 13:35:13 UTC,canceled,1
1369,13594,3,475000,2020-07-12 14:32:55 UTC,canceled,1
17123,164988,4,2015000,2022-10-15 11:49:36 UTC,canceled,1
18067,176892,4,1020000,2022-11-19 17:06:38 UTC,canceled,1
